home_team,away_team,date,result,min,H_pts,H_reb,H_ast,H_stl,H_blk,H_to,H_pf,H_dreb,H_oreb,H_fgma,H_fgpct,H_3gma,H_3pct,H_ftma,H_ftpct,H_eff,A_pts,A_reb,A_ast,A_stl,A_blk,A_to,A_pf,A_dreb,A_oreb,A_fgma,A_fgpct,A_3gma,A_3pct,A_ftma,A_ftpct,A_eff
Dallas,Phoenix,12/14/2015,W,48,104,41,17,12,1,16,22,36,5,38-77,.494,12-32,.375,16-21,.762,115,94,47,19,9,5,16,23,35,12,33-80,.412,9-25,.360,19-27,.704,103
Dallas,Washington,12/12/2015,L,48,111,46,23,5,3,12,12,35,11,38-89,.427,14-33,.424,21-24,.875,122,114,39,33,6,6,13,22,35,4,44-85,.518,14-29,.483,12-15,.800,141
Dallas,Atlanta,12/09/2015,L,48,95,51,18,7,3,9,15,31,20,36-100,.360,7-31,.226,16-19,.842,98,98,47,26,7,7,14,19,41,6,39-81,.481,6-20,.300,14-18,.778,125
Dallas,Houston,12/04/2015,L,48,96,42,23,8,5,17,17,31,11,37-81,.457,8-29,.276,14-20,.700,107,100,45,20,12,5,18,22,30,15,39-84,.464,12-26,.462,10-18,.556,111
Dallas,Denver,11/28/2015,W,48,92,42,18,13,3,13,14,32,10,33-77,.429,7-26,.269,19-27,.704,103,81,45,17,9,5,20,22,35,10,30-75,.400,8-25,.320,13-17,.765,88
Dallas,Utah,11/20/2015,W,48,102,34,24,10,5,8,19,26,8,39-83,.470,8-28,.286,16-17,.941,122,93,48,14,4,2,17,24,30,18,35-80,.438,6-20,.300,17-21,.810,95
Dallas,L.A.Lakers,11/13/2015,W,48,90,48,19,9,4,15,15,41,7,30-82,.366,7-27,.259,23-29,.793,97,82,57,18,10,7,20,27,42,15,29-88,.330,9-27,.333,15-18,.833,92
Dallas,L.A.Clippers,11/11/2015,W,48,118,44,23,8,3,13,27,36,8,42-76,.553,11-24,.458,23-30,.767,142,108,41,21,4,2,10,24,28,13,37-86,.430,12-27,.444,22-33,.667,106
Dallas,New Orleans,11/07/2015,W,48,107,42,20,5,2,9,17,36,6,40-84,.476,9-24,.375,18-22,.818,119,98,42,21,7,6,12,24,35,7,39-86,.453,9-28,.321,11-13,.846,113
Dallas,Charlotte,11/05/2015,L,48,94,44,17,8,2,13,13,36,8,32-82,.390,6-29,.207,24-27,.889,99,108,48,19,8,6,11,25,40,8,44-89,.494,6-27,.222,14-17,.824,130
Dallas,Toronto,11/03/2015,L,48,91,44,20,5,3,15,25,30,14,33-86,.384,7-23,.304,18-25,.720,88,102,47,18,8,6,16,26,37,10,37-82,.451,5-17,.294,23-26,.885,117
Denver,Utah,04/10/2016,L,48,84,41,18,6,7,11,19,35,6,32-80,.400,6-27,.222,14-19,.737,92,100,49,19,7,8,9,14,38,11,36-79,.456,12-31,.387,16-21,.762,126
Denver,San Antonio,04/08/2016,W,48,102,47,21,9,7,11,23,39,8,40-86,.465,6-22,.273,16-19,.842,126,98,45,20,6,8,10,12,37,8,36-85,.424,3-14,.214,23-28,.821,113
Denver,Oklahoma City,04/05/2016,L,48,102,38,28,9,4,13,19,28,10,37-88,.420,10-30,.333,18-27,.667,108,124,55,32,10,4,17,21,42,13,46-87,.529,15-33,.455,17-24,.708,160
Denver,Sacramento,04/02/2016,L,48,106,50,27,3,10,10,22,35,15,40-92,.435,9-29,.310,17-24,.708,127,115,48,27,4,5,7,20,37,11,41-88,.466,8-21,.381,25-31,.806,139
Denver,Dallas,03/28/2016,L,48,88,44,20,3,4,21,20,38,6,31-70,.443,9-24,.375,17-19,.895,97,97,34,23,14,6,3,20,25,9,36-88,.409,11-32,.344,14-15,.933,118
Denver,Philadelphia,03/23/2016,W,48,104,46,18,7,9,16,19,39,7,33-76,.434,6-17,.353,32-40,.800,117,103,45,26,7,4,9,27,37,8,37-94,.394,15-37,.405,14-15,.933,118
Denver,Washington,03/12/2016,W,48,116,44,24,10,8,21,27,35,9,42-80,.525,8-24,.333,24-29,.828,138,100,37,20,13,3,19,28,25,12,36-86,.419,7-20,.350,21-29,.724,96
Denver,Phoenix,03/10/2016,W,48,116,49,27,9,11,11,30,38,11,44-91,.484,13-29,.448,15-19,.789,150,98,52,19,4,4,14,18,36,16,33-89,.371,6-28,.214,26-33,.788,100
Denver,New York,03/08/2016,W,48,110,45,28,9,3,6,22,34,11,45-99,.455,6-21,.286,14-19,.737,130,94,43,21,1,9,16,20,37,6,33-75,.440,6-18,.333,22-26,.846,106
Denver,Dallas,03/06/2016,W,53,116,58,25,8,5,11,25,41,17,44-107,.411,9-26,.346,19-25,.760,132,114,46,29,5,8,12,19,38,8,41-93,.441,16-41,.390,16-20,.800,134
Denver,Brooklyn,03/04/2016,L,53,120,50,28,8,6,15,20,33,17,46-96,.479,6-26,.231,22-25,.880,144,121,34,32,5,4,13,21,26,8,46-91,.505,13-22,.591,16-21,.762,133
Denver,L.A.Lakers,03/02/2016,W,48,117,42,22,3,6,11,20,35,7,38-78,.487,12-23,.522,29-38,.763,130,107,31,19,7,4,6,25,25,6,35-79,.443,11-31,.355,26-32,.812,112
Denver,Memphis,02/29/2016,L,48,96,40,27,3,4,19,26,32,8,40-75,.533,8-25,.320,8-10,.800,114,103,27,27,7,4,8,16,23,4,36-75,.480,3-20,.150,28-36,.778,113
Denver,Sacramento,02/23/2016,L,48,110,44,27,10,3,12,25,32,12,41-100,.410,10-27,.370,18-22,.818,119,114,50,28,9,12,16,18,44,6,43-83,.518,7-17,.412,21-28,.750,150
Denver,Boston,02/21/2016,L,48,101,36,19,11,5,24,26,30,6,34-73,.466,6-21,.286,27-34,.794,102,121,48,32,11,2,17,25,33,15,47-97,.485,10-32,.312,17-20,.850,144
Denver,Chicago,02/05/2016,W,48,115,48,22,5,8,10,24,35,13,39-87,.448,6-18,.333,31-44,.705,127,110,40,21,5,7,10,31,29,11,43-93,.462,5-12,.417,19-27,.704,115
Denver,Toronto,02/01/2016,W,48,112,49,28,6,5,19,25,42,7,45-83,.542,10-22,.455,12-15,.800,140,93,35,13,13,6,12,17,26,9,29-78,.372,8-25,.320,27-39,.692,87
Denver,Atlanta,01/25/2016,L,48,105,43,18,10,3,15,18,31,12,33-84,.393,6-20,.300,33-37,.892,109,119,42,28,11,3,14,24,32,10,43-86,.500,9-27,.333,24-26,.923,144
Denver,Detroit,01/23/2016,W,48,104,32,18,15,4,8,19,29,3,36-78,.462,8-22,.364,24-29,.828,118,101,51,23,4,5,16,22,40,11,40-84,.476,11-29,.379,10-19,.526,115
Denver,Memphis,01/21/2016,L,48,101,40,26,6,1,10,25,30,10,36-80,.450,9-30,.300,20-26,.769,114,102,37,21,7,6,12,23,33,4,36-72,.500,6-21,.286,24-29,.828,120
Denver,Oklahoma City,01/19/2016,L,48,104,48,21,5,6,17,25,36,12,35-83,.422,7-20,.350,27-36,.750,110,110,52,30,11,5,13,28,36,16,41-97,.423,6-28,.214,22-30,.733,131
Denver,Indiana,01/17/2016,W,48,129,42,25,12,4,17,26,25,17,46-91,.505,10-26,.385,27-38,.711,139,126,33,27,10,6,15,29,24,9,48-82,.585,9-19,.474,21-30,.700,144
Denver,Miami,01/15/2016,L,48,95,37,23,4,6,13,18,31,6,32-78,.410,6-18,.333,25-26,.962,105,98,42,26,5,13,13,20,33,9,40-81,.494,4-11,.364,14-19,.737,125
Denver,Golden State,01/13/2016,W,48,112,49,22,7,3,13,18,36,13,37-87,.425,5-22,.227,33-37,.892,126,110,39,25,9,11,13,25,32,7,42-88,.477,10-26,.385,16-20,.800,131
Denver,Charlotte,01/10/2016,W,48,95,44,25,7,7,13,20,36,8,32-77,.416,12-27,.444,19-23,.826,116,92,40,24,6,4,12,18,31,9,30-83,.361,12-36,.333,20-24,.833,97
Denver,Portland,01/03/2016,L,48,106,41,20,7,6,8,25,26,15,34-80,.425,7-22,.318,31-48,.646,109,112,42,23,4,3,10,34,34,8,40-79,.506,10-23,.435,22-32,.688,125
Denver,Cleveland,12/29/2015,L,48,87,52,18,8,6,18,19,40,12,37-89,.416,5-24,.208,8-11,.727,98,93,44,17,12,3,12,16,35,9,38-86,.442,4-22,.182,13-22,.591,100
Denver,L.A.Lakers,12/22/2015,L,48,107,44,26,2,5,12,24,31,13,41-90,.456,9-25,.360,16-19,.842,120,111,40,17,6,6,11,21,29,11,40-84,.476,7-26,.269,24-32,.750,117
Denver,New Orleans,12/20/2015,L,48,125,39,26,5,4,5,25,26,13,45-96,.469,17-35,.486,18-22,.818,139,130,36,24,4,11,10,22,29,7,44-78,.564,11-24,.458,31-39,.795,153
Denver,Houston,12/14/2015,W,48,114,52,26,8,5,18,15,37,15,42-82,.512,8-25,.320,22-25,.880,144,108,26,26,14,1,11,22,21,5,41-87,.471,18-40,.450,8-11,.727,115
Denver,Minnesota,12/11/2015,W,53,111,50,21,7,1,12,25,42,8,38-86,.442,11-28,.393,24-33,.727,121,108,43,22,5,8,10,27,35,8,38-87,.437,7-19,.368,25-29,.862,123
Denver,Orlando,12/08/2015,L,48,74,47,19,11,7,17,16,37,10,28-84,.333,7-24,.292,11-20,.550,76,85,54,14,9,8,20,19,44,10,38-88,.432,1-16,.062,8-10,.800,98
Denver,San Antonio,11/27/2015,L,48,80,37,17,8,2,18,19,29,8,31-77,.403,7-20,.350,11-13,.846,78,91,42,22,11,7,18,17,37,5,36-75,.480,8-22,.364,11-14,.786,113
Denver,L.A.Clippers,11/24/2015,L,48,94,48,16,3,0,16,32,40,8,31-78,.397,8-25,.320,24-29,.828,93,111,43,24,10,8,7,25,32,11,37-79,.468,8-20,.400,29-47,.617,129
Denver,Golden State,11/22/2015,L,48,105,41,23,9,3,19,15,28,13,37-86,.430,4-15,.267,27-35,.771,105,118,46,35,15,8,21,25,35,11,47-89,.528,15-29,.517,9-13,.692,155
Denver,Phoenix,11/20/2015,L,48,107,38,24,8,4,11,22,24,14,41-90,.456,5-24,.208,20-26,.769,115,114,42,22,7,7,19,26,32,10,40-79,.506,15-27,.556,19-25,.760,128
Denver,Houston,11/13/2015,W,48,107,46,25,10,4,18,23,34,12,37-81,.457,9-20,.450,24-32,.750,122,98,40,19,10,8,20,25,32,8,33-77,.429,9-29,.310,23-31,.742,103
Denver,Milwaukee,11/11/2015,W,48,103,36,27,10,6,14,12,22,14,39-79,.494,8-24,.333,17-24,.708,121,102,33,26,8,4,16,23,25,8,42-79,.532,10-22,.455,8-9,.889,119
Denver,Portland,11/09/2015,W,48,108,47,20,5,7,14,20,39,8,40-77,.519,7-19,.368,21-32,.656,125,104,39,20,6,3,9,22,29,10,36-91,.396,10-29,.345,22-27,.815,103
Denver,Utah,11/05/2015,L,48,84,45,16,4,6,13,14,34,11,28-72,.389,5-20,.250,23-34,.676,87,96,43,23,6,6,10,26,31,12,37-85,.435,11-24,.458,11-17,.647,110
Denver,Minnesota,10/30/2015,L,48,78,51,15,7,4,14,27,34,17,29-95,.305,5-25,.200,15-20,.750,70,95,49,18,7,6,17,24,42,7,30-71,.423,2-11,.182,33-41,.805,109
Detroit,Cleveland,04/24/2016,L,48,98,42,22,3,4,9,18,35,7,37-76,.487,10-24,.417,14-21,.667,114,100,41,16,6,1,5,22,31,10,36-86,.419,13-36,.361,15-17,.882,107
Detroit,Cleveland,04/22/2016,L,48,91,32,22,7,3,7,19,27,5,36-74,.486,6-23,.261,13-19,.684,104,101,46,24,3,4,10,17,34,12,39-80,.487,12-29,.414,11-15,.733,123
Detroit,Miami,04/12/2016,L,48,93,48,15,9,4,15,17,30,18,34-84,.405,5-18,.278,20-30,.667,94,99,39,15,7,5,14,21,31,8,38-78,.487,7-20,.350,16-22,.727,105
Detroit,Washington,04/08/2016,W,48,112,44,17,5,2,12,18,37,7,36-77,.468,14-32,.438,26-29,.897,124,99,36,19,5,1,12,23,25,11,38-86,.442,6-19,.316,17-23,.739,94
Detroit,Dallas,04/01/2016,L,48,89,47,23,4,4,11,17,35,12,31-81,.383,13-33,.394,14-24,.583,96,98,48,18,4,5,10,18,40,8,39-85,.459,8-24,.333,12-14,.857,115
Detroit,Oklahoma City,03/29/2016,W,48,88,53,20,6,4,16,18,37,16,33-87,.379,4-19,.211,18-20,.900,99,82,45,16,10,7,19,21,31,14,31-82,.378,6-21,.286,14-22,.636,82
Detroit,Atlanta,03/26/2016,L,48,95,53,25,2,4,11,14,39,14,34-88,.386,7-29,.241,20-28,.714,106,112,39,34,6,7,4,21,34,5,43-95,.453,13-34,.382,13-14,.929,141
Detroit,Charlotte,03/25/2016,W,48,112,62,22,4,6,14,22,47,15,42-91,.462,8-30,.267,20-26,.769,137,105,42,24,8,2,7,21,35,7,37-93,.398,14-30,.467,17-22,.773,113
Detroit,Orlando,03/23/2016,W,48,118,45,30,4,5,15,15,36,9,43-80,.537,11-24,.458,21-25,.840,146,102,44,24,9,3,6,19,27,17,39-98,.398,8-25,.320,16-19,.842,114
Detroit,Milwaukee,03/21/2016,W,48,92,39,18,6,3,12,14,29,10,35-85,.412,9-33,.273,13-17,.765,92,91,40,23,5,7,13,20,35,5,41-76,.539,5-10,.500,4-7,.571,115
Detroit,Brooklyn,03/19/2016,W,48,115,45,30,5,4,6,17,30,15,46-94,.489,10-24,.417,13-21,.619,137,103,40,24,3,5,9,22,34,6,42-80,.525,5-14,.357,14-21,.667,121
Detroit,Sacramento,03/18/2016,W,48,115,49,25,7,6,15,22,33,16,44-92,.478,12-28,.429,15-18,.833,136,108,35,21,8,4,11,20,28,7,40-79,.506,4-15,.267,24-29,.828,121
Detroit,Atlanta,03/16/2016,L,48,114,48,23,3,4,13,25,39,9,39-84,.464,8-25,.320,28-39,.718,123,118,46,25,10,3,12,26,38,8,39-89,.438,12-34,.353,28-34,.824,134
Detroit,Portland,03/06/2016,W,48,123,45,22,7,1,12,23,35,10,44-84,.524,12-22,.545,23-28,.821,141,103,31,18,8,0,13,23,28,3,35-78,.449,11-31,.355,22-23,.957,103
Detroit,Toronto,02/28/2016,W,48,114,38,28,2,1,10,20,31,7,41-71,.577,12-23,.522,20-27,.741,136,101,32,21,5,1,5,24,24,8,39-80,.487,10-21,.476,13-18,.722,109
Detroit,Philadelphia,02/24/2016,W,48,111,50,22,10,1,16,19,40,10,39-83,.470,11-28,.393,22-34,.647,122,91,40,18,8,4,14,24,30,10,33-83,.398,7-23,.304,18-26,.692,89
Detroit,New Orleans,02/21/2016,L,48,106,41,18,9,6,11,25,30,11,37-89,.416,12-33,.364,20-32,.625,105,111,51,23,5,2,15,20,40,11,41-86,.477,4-20,.200,25-29,.862,128
Detroit,Denver,02/10/2016,L,48,92,42,21,5,8,14,19,35,7,38-88,.432,10-27,.370,6-7,.857,103,103,47,25,10,3,12,13,39,8,39-83,.470,6-19,.316,19-24,.792,127
Detroit,Toronto,02/08/2016,L,48,89,39,22,7,2,16,18,28,11,36-80,.450,8-28,.286,9-17,.529,91,103,36,22,11,2,15,22,34,2,39-70,.557,11-20,.550,14-17,.824,125
Detroit,New York,02/04/2016,W,48,111,42,17,7,3,13,22,38,4,40-79,.506,9-17,.529,22-33,.667,117,105,43,20,7,0,9,25,35,8,36-84,.429,6-22,.273,27-34,.794,111
Detroit,Cleveland,01/29/2016,L,48,106,39,20,5,4,9,24,30,9,40-84,.476,7-23,.304,19-26,.731,114,114,47,20,4,1,7,25,37,10,39-83,.470,9-23,.391,27-29,.931,133
Detroit,Philadelphia,01/27/2016,W,48,110,51,15,9,2,10,19,30,21,39-91,.429,5-21,.238,27-38,.711,114,97,38,24,6,7,16,27,29,9,39-82,.476,7-19,.368,12-17,.706,108
Detroit,Chicago,01/18/2016,L,48,101,50,18,8,2,11,16,30,20,42-95,.442,5-26,.192,12-20,.600,107,111,38,28,6,6,10,16,32,6,44-84,.524,9-21,.429,14-20,.700,133
Detroit,Golden State,01/16/2016,W,48,113,57,22,8,11,9,22,40,17,47-101,.465,8-23,.348,11-20,.550,139,95,47,18,6,9,12,16,33,14,34-94,.362,10-26,.385,17-23,.739,97
Detroit,San Antonio,01/12/2016,L,48,99,41,22,8,2,12,24,30,11,38-91,.418,6-23,.261,17-26,.654,98,109,49,20,9,5,17,20,38,11,41-85,.482,5-14,.357,22-27,.815,126
Detroit,Brooklyn,01/09/2016,W,48,103,47,23,10,5,9,12,36,11,43-92,.467,8-27,.296,9-14,.643,125,89,38,24,5,3,14,17,33,5,38-82,.463,5-9,.556,8-10,.800,99
Detroit,Orlando,01/04/2016,W,48,115,54,25,6,6,10,18,36,18,43-88,.489,14-30,.467,15-21,.714,145,89,30,17,6,7,8,16,25,5,36-81,.444,6-20,.300,11-11,1.00,96
Detroit,Minnesota,12/31/2015,W,48,115,52,24,7,3,16,16,40,12,41-86,.477,14-35,.400,19-28,.679,131,90,36,22,9,3,15,24,30,6,35-86,.407,5-14,.357,15-19,.789,90
Detroit,Boston,12/26/2015,L,48,93,51,16,11,2,15,24,33,18,35-91,.385,6-25,.240,17-25,.680,94,99,47,20,6,1,14,24,36,11,39-84,.464,4-23,.174,17-23,.739,108
Detroit,Boston,12/16/2015,W,48,119,36,13,5,4,11,22,29,7,38-78,.487,11-21,.524,32-43,.744,115,116,44,17,4,2,18,35,34,10,43-89,.483,10-25,.400,20-24,.833,115
Detroit,L.A.Clippers,12/14/2015,L,53,103,54,17,8,0,18,21,39,15,37-89,.416,6-19,.316,23-31,.742,104,105,39,29,9,4,10,22,29,10,44-97,.454,6-19,.316,11-15,.733,119
Detroit,Indiana,12/12/2015,W,48,118,46,26,11,6,14,18,36,10,45-90,.500,13-29,.448,15-19,.789,144,96,33,17,7,2,16,16,28,5,41-82,.500,3-16,.188,11-18,.611,91
Detroit,Memphis,12/09/2015,L,48,92,43,17,9,6,12,16,30,13,37-87,.425,8-29,.276,10-15,.667,100,93,53,23,4,4,17,15,37,16,41-88,.466,4-15,.267,7-13,.538,107
Detroit,L.A.Lakers,12/06/2015,W,48,111,61,20,11,1,16,21,44,17,41-93,.441,9-24,.375,20-26,.769,130,91,39,12,6,4,15,21,31,8,32-80,.400,5-18,.278,22-29,.759,82
Detroit,Milwaukee,12/04/2015,W,48,102,46,18,8,4,9,11,38,8,34-82,.415,7-23,.304,27-39,.692,109,95,51,21,6,6,14,33,42,9,39-87,.448,4-18,.222,13-14,.929,116
Detroit,Phoenix,12/02/2015,W,53,127,50,24,10,1,18,20,37,13,44-87,.506,12-27,.444,27-44,.614,134,122,36,28,7,3,15,33,26,10,47-97,.485,14-33,.424,14-15,.933,130
Detroit,Houston,11/30/2015,W,48,116,46,22,8,8,11,19,32,14,45-85,.529,8-23,.348,18-37,.486,130,105,45,19,11,7,16,27,29,16,35-88,.398,11-27,.407,24-28,.857,114
Detroit,Miami,11/25/2015,W,48,104,54,24,6,7,7,16,36,18,41-98,.418,16-31,.516,6-7,.857,130,81,43,21,2,7,13,14,33,10,32-79,.405,6-20,.300,11-16,.688,89
Detroit,Washington,11/21/2015,L,48,95,38,20,3,2,13,17,30,8,36-79,.456,8-26,.308,15-21,.714,96,97,42,22,10,0,11,19,33,9,38-78,.487,7-19,.368,14-20,.700,114
Detroit,Cleveland,11/17/2015,W,48,104,48,20,11,1,13,15,37,11,36-84,.429,7-21,.333,25-31,.806,117,99,40,21,8,2,14,25,37,3,38-80,.475,11-33,.333,12-20,.600,106
Detroit,Indiana,11/03/2015,L,48,82,50,14,8,5,23,21,31,19,33-86,.384,5-22,.227,11-17,.647,77,94,42,21,15,5,15,19,30,12,38-88,.432,7-23,.304,11-12,.917,111
Detroit,Chicago,10/30/2015,W,53,98,61,18,9,2,14,19,41,20,39-104,.375,6-28,.214,14-28,.500,95,94,50,18,8,8,19,24,42,8,34-84,.405,7-22,.318,19-26,.731,102
Detroit,Utah,10/28/2015,W,48,92,43,16,2,4,10,20,35,8,30-74,.405,7-19,.368,25-34,.735,94,87,38,15,4,5,12,25,34,4,35-75,.467,2-12,.167,15-21,.714,91
Golden State,Cleveland,06/19/2015,L,48,89,39,22,7,5,10,23,32,7,32-83,.386,15-41,.366,10-13,.769,98,93,48,17,7,6,11,15,39,9,33-82,.402,6-25,.240,21-25,.840,107
Golden State,Cleveland,06/13/2015,L,48,97,43,18,6,9,17,21,30,13,32-88,.364,14-42,.333,19-26,.731,93,112,41,15,11,9,16,22,33,8,44-83,.530,10-24,.417,14-23,.609,124
Golden State,Cleveland,06/05/2015,W,48,110,46,26,7,9,20,20,34,12,44-81,.543,15-33,.455,7-10,.700,138,77,34,15,15,3,17,19,25,9,28-79,.354,5-23,.217,16-24,.667,68
Golden State,Cleveland,06/02/2015,W,48,104,41,29,9,4,9,16,32,9,43-87,.494,9-27,.333,9-10,.900,133,89,47,17,7,4,15,17,32,15,32-84,.381,7-21,.333,18-20,.900,95
Golden State,Oklahoma City,05/30/2016,W,48,96,46,20,4,4,11,16,36,10,37-85,.435,17-37,.459,5-8,.625,108,88,47,20,3,5,7,11,33,14,34-89,.382,7-27,.259,13-17,.765,97
Golden State,Oklahoma City,05/26/2016,W,48,120,45,25,13,7,15,18,34,11,40-85,.471,9-24,.375,31-34,.912,147,111,45,23,8,2,17,26,32,13,39-91,.429,13-30,.433,20-24,.833,116
Golden State,Oklahoma City,05/18/2016,W,48,118,45,26,9,3,12,21,30,15,43-85,.506,13-28,.464,19-28,.679,138,91,36,22,9,4,15,22,29,7,35-78,.449,7-23,.304,14-19,.737,99
Golden State,Oklahoma City,05/16/2016,L,48,102,44,26,8,4,14,22,36,8,40-91,.440,11-30,.367,11-17,.647,113,108,52,22,12,6,11,15,42,10,39-89,.438,8-17,.471,22-32,.688,129
Golden State,Portland,05/11/2016,W,48,125,44,28,5,4,16,25,35,9,43-84,.512,14-32,.438,25-29,.862,145,121,47,20,9,4,10,23,34,13,38-92,.413,16-36,.444,29-39,.744,127
Golden State,Portland,05/03/2016,W,48,110,48,21,4,9,10,23,38,10,42-91,.462,8-24,.333,18-20,.900,131,99,39,22,5,5,17,25,33,6,36-81,.444,13-30,.433,14-21,.667,101
Golden State,Portland,05/01/2016,W,48,118,55,27,8,8,12,22,39,16,43-91,.473,11-31,.355,21-24,.875,153,106,40,26,7,6,9,19,30,10,39-97,.402,10-31,.323,18-21,.857,115
Golden State,Houston,04/27/2016,W,48,114,40,30,10,6,9,16,34,6,45-82,.549,13-31,.419,11-19,.579,146,81,53,17,8,3,17,22,31,22,31-95,.326,6-32,.188,13-19,.684,75
Golden State,Houston,04/18/2016,W,48,115,39,27,10,6,12,24,26,13,40-81,.494,8-23,.348,27-38,.711,133,106,37,21,4,5,19,34,25,12,35-79,.443,10-25,.400,26-33,.788,103
Golden State,Houston,04/16/2016,W,48,104,53,26,10,7,15,22,38,15,39-91,.429,10-25,.400,16-24,.667,125,78,51,16,10,6,24,28,38,13,30-84,.357,6-22,.273,12-24,.500,71
Golden State,Memphis,04/13/2016,W,48,125,51,35,7,7,17,14,39,12,46-87,.529,20-47,.426,13-16,.812,164,104,40,25,12,1,13,18,27,13,42-98,.429,8-24,.333,12-16,.750,109
Golden State,San Antonio,04/07/2016,W,48,112,43,33,8,2,15,22,36,7,45-83,.542,12-25,.480,10-11,.909,144,101,32,28,10,2,12,11,27,5,39-80,.487,7-16,.438,16-23,.696,113
Golden State,Minnesota,04/05/2016,L,53,117,46,35,9,5,23,29,37,9,49-98,.500,12-35,.343,7-8,.875,139,124,40,30,14,6,17,15,34,6,44-86,.512,8-17,.471,28-36,.778,147
Golden State,Portland,04/03/2016,W,48,136,43,30,5,8,12,23,32,11,50-88,.568,18-30,.600,18-22,.818,168,111,37,23,8,4,13,16,26,11,38-85,.447,9-24,.375,26-33,.788,116
Golden State,Boston,04/01/2016,L,48,106,41,25,12,7,22,24,33,8,38-83,.458,20-43,.465,10-13,.769,121,109,44,28,10,1,14,14,33,11,41-87,.471,8-23,.348,19-30,.633,121
Golden State,Washington,03/29/2016,W,48,102,55,27,11,6,16,23,48,7,38-87,.437,11-25,.440,15-23,.652,128,94,48,26,6,7,17,19,41,7,36-86,.419,5-23,.217,17-27,.630,104
Golden State,Philadelphia,03/27/2016,W,48,117,44,32,9,4,18,15,37,7,44-83,.530,14-33,.424,15-20,.750,144,105,37,27,10,3,12,20,28,9,42-90,.467,10-30,.333,11-12,.917,121
Golden State,Dallas,03/25/2016,W,48,128,40,30,8,10,7,16,33,7,43-88,.489,21-45,.467,21-23,.913,162,120,51,31,3,6,11,19,36,15,43-96,.448,18-35,.514,16-21,.762,142
Golden State,L.A.Clippers,03/23/2016,W,48,114,50,23,9,5,12,20,39,11,39-87,.448,15-34,.441,21-28,.750,134,98,46,21,8,7,10,22,38,8,36-85,.424,8-28,.286,18-27,.667,112
Golden State,New York,03/16/2016,W,48,121,54,32,4,8,12,13,42,12,46-91,.505,18-37,.486,11-12,.917,161,85,38,29,7,3,9,11,27,11,36-91,.396,7-19,.368,6-10,.600,94
Golden State,New Orleans,03/14/2016,W,48,125,46,30,6,6,18,22,38,8,47-81,.580,12-25,.480,19-23,.826,157,107,40,18,14,3,8,19,23,17,35-93,.376,7-25,.280,30-34,.882,112
Golden State,Phoenix,03/12/2016,W,48,123,42,28,6,9,8,25,35,7,42-84,.500,11-33,.333,28-33,.848,153,116,47,29,3,3,12,30,38,9,45-92,.489,11-29,.379,15-20,.750,134
Golden State,Portland,03/11/2016,W,48,128,56,23,5,5,8,20,40,16,40-89,.449,18-40,.450,30-39,.769,151,112,39,20,4,4,8,23,32,7,37-86,.430,19-36,.528,19-23,.826,118
Golden State,Utah,03/09/2016,W,48,115,39,36,10,7,15,23,30,9,48-84,.571,13-30,.433,6-10,.600,152,94,42,21,9,3,18,16,28,14,32-79,.405,8-20,.400,22-31,.710,95
Golden State,Orlando,03/07/2016,W,48,119,50,27,13,7,24,26,40,10,42-84,.500,16-35,.457,19-27,.704,142,113,42,24,14,3,15,21,33,9,40-90,.444,5-21,.238,28-34,.824,125
Golden State,Oklahoma City,03/03/2016,W,48,121,40,33,11,3,8,20,36,4,47-87,.540,11-34,.324,16-21,.762,155,106,46,22,3,4,14,18,35,11,40-86,.465,4-20,.200,22-27,.815,116
Golden State,Atlanta,03/01/2016,W,53,109,51,28,11,3,11,22,33,18,41-103,.398,12-36,.333,15-17,.882,127,105,42,25,9,5,17,17,35,7,37-80,.463,12-33,.364,19-24,.792,121
Golden State,Houston,02/09/2016,W,48,123,49,28,5,6,12,26,35,14,44-94,.468,12-34,.353,23-26,.885,146,110,43,24,8,4,12,22,30,13,37-87,.425,13-33,.394,23-35,.657,115
Golden State,Oklahoma City,02/06/2016,W,48,116,46,24,7,4,10,23,33,13,48-97,.495,7-26,.269,13-20,.650,131,108,50,22,10,4,15,18,38,12,36-85,.424,7-22,.318,29-37,.784,122
Golden State,Dallas,01/27/2016,W,48,127,40,33,5,4,9,18,33,7,47-81,.580,14-29,.483,19-21,.905,164,107,34,20,4,0,10,21,26,8,44-87,.506,11-31,.355,8-12,.667,108
Golden State,San Antonio,01/25/2016,W,48,120,45,31,15,3,21,25,35,10,44-85,.518,11-26,.423,21-25,.840,148,90,38,21,11,4,25,21,29,9,31-74,.419,5-14,.357,23-31,.742,88
Golden State,Indiana,01/22/2016,W,48,122,50,31,9,4,17,24,36,14,43-90,.478,14-33,.424,22-25,.880,149,110,44,22,11,4,13,20,29,15,44-95,.463,3-17,.176,19-27,.704,119
Golden State,L.A.Lakers,01/14/2016,W,48,116,47,26,12,4,19,17,35,12,43-86,.500,13-33,.394,17-20,.850,140,98,47,17,13,3,21,19,31,16,40-90,.444,4-24,.167,14-24,.583,97
Golden State,Miami,01/11/2016,W,48,111,49,25,5,1,9,18,40,9,41-86,.477,7-23,.304,22-30,.733,129,103,47,31,2,4,10,19,38,9,41-91,.451,7-19,.368,14-16,.875,125
