"","away_team","home_team","date","result","min","H_pts","H_reb","H_ast","H_stl","H_blk","H_to","H_pf","H_dreb","H_oreb","H_fgpct","H_3pct","H_ftpct","H_eff","A_pts","A_reb","A_ast","A_stl","A_blk","A_to","A_pf","A_dreb","A_oreb","A_fgpct","A_3pct","A_ftpct","A_eff","H_FGM","H_FGA","A_FGM","A_FGA","H_3M","H_3A","A_3M","A_3A","H_FTM","H_FTA","A_FTM","A_FTA","reg_season","pre_allstar","away_team_idx","home_team_idx","team_abbv","away_team_idx"
"36","Denver","Memphis","2016-11-08","W",48,108,32,29,14,5,14,30,24,8,0.512,0.292,0.684,126,107,39,24,6,4,22,23,33,6,0.5,0.417,0.794,116,44,86,35,70,7,24,10,24,13,19,27,34,TRUE,TRUE,2,7,"MEM",2
"37","Denver","Minnesota","2017-01-22","W",48,111,36,29,11,8,15,24,28,8,0.536,0.4,0.714,135,108,40,26,7,6,17,19,28,12,0.512,0.292,0.81,126,45,84,42,82,6,15,7,24,15,21,17,21,TRUE,TRUE,2,8,"MIN",2
"38","Denver","Minnesota","2016-11-03","L",48,99,43,20,8,4,16,22,29,14,0.398,0.409,0.8,100,102,44,24,10,3,20,24,37,7,0.481,0.273,0.72,114,35,88,39,81,9,22,6,22,20,25,18,25,TRUE,TRUE,2,8,"MIN",2
"39","Denver","New Orleans","2017-04-04","L",48,131,35,30,5,9,7,16,25,10,0.51,0.438,0.882,152,134,50,31,3,2,10,20,35,15,0.535,0.433,0.714,158,51,100,53,99,14,32,13,30,15,17,15,21,TRUE,FALSE,2,9,"NOP",2
"40","Denver","New Orleans","2016-10-26","L",48,102,34,31,16,5,11,29,29,5,0.413,0.158,0.885,120,107,58,18,7,2,24,22,47,11,0.446,0.333,0.758,114,38,92,37,83,3,19,8,24,23,26,25,33,TRUE,TRUE,2,9,"NOP",2
"41","Denver","Oklahoma City","2017-04-12","L",48,105,51,20,10,8,12,24,37,14,0.426,0.32,0.647,118,111,43,22,6,8,15,17,38,5,0.459,0.28,0.812,123,43,101,39,85,8,25,7,25,11,17,26,32,TRUE,FALSE,2,10,"OKC",2
"42","Denver","Oklahoma City","2017-01-07","W",48,121,49,23,8,11,10,20,43,6,0.483,0.333,0.793,150,106,53,18,7,4,12,23,38,15,0.404,0.375,0.708,110,43,89,40,99,12,36,9,24,23,29,17,24,TRUE,TRUE,2,10,"OKC",2
"43","Denver","Phoenix","2017-01-28","L",48,112,43,20,9,3,10,36,32,11,0.451,0.286,0.75,119,123,48,17,7,3,14,25,39,9,0.487,0.32,0.881,138,41,91,39,80,6,21,8,25,24,32,37,42,TRUE,TRUE,2,11,"PHX",2
"44","Denver","Phoenix","2016-11-27","L",48,114,46,11,5,7,11,24,37,9,0.404,0.44,0.861,114,120,49,21,5,1,12,25,39,10,0.438,0.448,0.906,131,36,89,39,89,11,25,13,29,31,36,29,32,TRUE,TRUE,2,11,"PHX",2
"45","Denver","Portland","2017-03-28","W",48,122,48,15,7,6,9,18,32,16,0.495,0.296,0.727,134,113,47,23,3,6,11,24,34,13,0.463,0.3,0.8,126,45,91,44,95,8,27,9,30,24,33,16,20,TRUE,FALSE,2,12,"POR",2
"46","Denver","Portland","2016-11-13","W",48,112,44,21,8,8,7,23,30,14,0.394,0.276,0.812,120,105,59,11,4,6,18,25,43,16,0.396,0.379,0.759,105,39,99,36,91,8,29,11,29,26,32,22,29,TRUE,TRUE,2,12,"POR",2
"47","Denver","Sacramento","2017-03-11","L",48,92,41,24,4,2,12,15,31,10,0.439,0.348,0.6,97,105,44,21,8,8,9,16,35,9,0.471,0.265,0.889,130,36,82,40,85,8,23,9,34,12,20,16,18,TRUE,FALSE,2,13,"SAC",2
"48","Denver","Sacramento","2017-02-23","W",48,116,47,26,7,4,14,16,38,9,0.523,0.5,0.895,142,100,42,23,10,2,15,18,33,9,0.443,0.343,0.714,109,46,88,39,88,7,14,12,35,17,19,10,14,TRUE,FALSE,2,13,"SAC",2
"49","Denver","San Antonio","2017-02-04","W",48,121,38,29,13,8,14,15,31,7,0.57,0.476,0.808,156,97,42,22,7,1,21,19,26,16,0.446,0.385,0.5,92,45,79,41,92,10,21,10,26,21,26,5,10,TRUE,TRUE,2,14,"SAS",2
"50","Denver","San Antonio","2017-01-19","W",48,118,43,28,12,5,7,19,37,6,0.512,0.409,0.84,153,104,43,27,5,7,15,19,32,11,0.407,0.323,0.769,111,44,86,37,91,9,22,10,31,21,25,20,26,TRUE,TRUE,2,14,"SAS",2
"51","Denver","Utah","2016-12-03","W",48,105,40,20,8,3,9,13,33,7,0.449,0.36,0.929,122,98,37,19,7,5,14,21,30,7,0.446,0.542,0.786,103,35,78,37,83,9,25,13,24,26,28,11,14,TRUE,TRUE,2,15,"UTA",2
"52","Denver","Utah","2016-11-23","W",48,108,51,19,4,3,14,25,47,4,0.494,0.308,0.71,122,83,49,14,5,5,10,22,35,14,0.318,0.333,0.581,73,39,79,28,88,8,26,9,27,22,31,18,31,TRUE,TRUE,2,15,"UTA",2
"53","Golden State","Dallas","2017-03-21","L",48,87,39,24,8,2,11,14,26,13,0.359,0.324,0.833,88,112,46,34,10,2,16,20,42,4,0.551,0.433,0.812,150,33,92,43,78,11,34,13,30,10,12,13,16,TRUE,FALSE,3,1,"DAL",3
"54","Golden State","Denver","2017-02-13","W",48,132,52,34,6,2,22,14,38,14,0.545,0.6,0.75,160,110,27,25,12,6,9,13,23,4,0.489,0.25,0.923,123,48,88,45,92,24,40,8,32,12,16,12,13,TRUE,TRUE,3,2,"DEN",3
"55","Golden State","Denver","2016-11-10","L",48,101,44,26,7,3,18,18,27,17,0.404,0.361,0.706,102,125,44,33,15,6,15,18,35,9,0.541,0.467,0.95,168,38,94,46,85,13,36,14,30,12,17,19,20,TRUE,TRUE,3,2,"DEN",3
"56","Golden State","Houston","2017-03-28","L",48,106,38,20,9,2,14,14,28,10,0.388,0.161,0.897,105,113,44,33,9,7,16,29,36,8,0.511,0.268,0.75,143,33,85,45,88,5,31,11,41,35,39,12,16,TRUE,FALSE,3,4,"HOU",3
"57","Golden State","Houston","2017-01-20","L",48,108,41,26,8,3,14,17,28,13,0.448,0.2,0.833,116,125,41,30,8,7,14,18,33,8,0.528,0.395,0.762,150,43,96,47,89,7,35,15,38,15,18,16,21,TRUE,TRUE,3,4,"HOU",3
"58","Golden State","L.A. Clippers","2017-02-02","L",48,120,37,24,7,7,15,18,28,9,0.5,0.4,0.769,131,133,46,38,10,2,11,26,31,15,0.525,0.412,0.833,168,40,80,52,99,10,25,14,34,30,39,15,18,TRUE,TRUE,3,5,"LAC",3
"59","Golden State","L.A. Clippers","2016-12-07","L",48,98,46,15,4,2,14,24,29,17,0.396,0.308,0.75,90,115,45,32,12,4,11,24,33,12,0.477,0.233,0.828,146,36,91,42,88,8,26,7,30,18,24,24,29,TRUE,TRUE,3,5,"LAC",3
"60","Golden State","L.A. Lakers","2016-11-25","L",48,85,45,20,12,3,18,16,31,14,0.356,0.227,0.696,82,109,44,31,10,10,17,21,40,4,0.518,0.393,0.706,142,32,90,43,83,5,22,11,28,16,23,12,17,TRUE,TRUE,3,6,"LAL",3
"61","Golden State","L.A. Lakers","2016-11-04","W",48,117,51,26,9,5,16,19,35,16,0.474,0.267,0.905,140,97,40,26,13,3,20,13,31,9,0.453,0.156,0.7,106,45,95,39,86,8,30,5,32,19,21,14,20,TRUE,TRUE,3,6,"LAL",3
"62","Golden State","Memphis","2017-02-10","L",48,107,47,20,6,4,18,28,29,18,0.391,0.346,0.811,106,122,35,31,14,13,12,26,30,5,0.506,0.455,0.763,156,34,87,39,77,9,26,15,33,30,37,29,38,TRUE,TRUE,3,7,"MEM",3
"63","Golden State","Memphis","2016-12-10","W",48,110,47,23,10,5,10,19,36,11,0.437,0.308,0.897,133,89,42,15,6,8,23,23,32,10,0.442,0.333,0.6,86,38,87,34,77,8,26,9,27,26,29,12,20,TRUE,TRUE,3,7,"MEM",3
"64","Golden State","Minnesota","2017-03-10","W",48,103,46,21,6,3,11,18,32,14,0.443,0.286,0.778,113,102,43,25,9,5,12,21,31,12,0.466,0.292,0.765,121,39,88,41,88,4,14,7,24,21,27,13,17,TRUE,FALSE,3,8,"MIN",3
"65","Golden State","Minnesota","2016-12-11","L",48,108,51,17,3,2,14,21,35,16,0.444,0.375,0.75,113,116,37,30,9,4,8,24,31,6,0.458,0.406,0.9,140,36,81,38,83,9,24,13,32,27,36,27,30,TRUE,TRUE,3,8,"MIN",3
"66","Golden State","New Orleans","2016-12-13","L",48,109,45,26,12,11,17,18,39,6,0.476,0.4,0.81,139,113,45,30,6,6,12,12,36,9,0.442,0.412,0.789,131,39,82,42,95,14,35,14,34,17,21,15,19,TRUE,TRUE,3,9,"NOP",3
"67","Golden State","New Orleans","2016-10-28","L",48,114,49,29,8,6,13,24,37,12,0.47,0.227,0.652,132,122,49,32,8,2,14,22,40,9,0.484,0.321,0.893,149,47,100,44,91,5,22,9,28,15,23,25,28,TRUE,TRUE,3,9,"NOP",3
"68","Golden State","Oklahoma City","2017-03-20","L",48,95,40,18,10,2,11,19,28,12,0.425,0.19,0.548,90,111,46,28,8,8,16,22,37,9,0.482,0.455,0.762,137,37,87,40,83,4,21,15,33,17,31,16,21,TRUE,FALSE,3,10,"OKC",3
"69","Golden State","Oklahoma City","2017-02-11","L",48,114,43,20,7,8,19,23,31,12,0.482,0.25,0.778,122,130,40,28,10,3,11,22,30,10,0.529,0.419,0.714,149,40,83,46,87,6,24,13,31,28,36,25,35,TRUE,TRUE,3,10,"OKC",3
"70","Golden State","Phoenix","2017-04-05","L",48,111,55,26,13,3,16,22,35,20,0.417,0.259,0.692,124,120,40,25,13,9,15,19,32,8,0.5,0.419,0.708,140,43,103,45,90,7,27,13,31,18,26,17,24,TRUE,FALSE,3,11,"PHX",3
"71","Golden State","Phoenix","2016-10-30","L",48,100,50,19,10,6,11,26,39,11,0.411,0.348,0.72,114,106,43,27,6,5,15,23,36,7,0.422,0.276,0.848,119,37,90,35,83,8,23,8,29,18,25,28,33,TRUE,TRUE,3,11,"PHX",3
"72","Golden State","Portland","2017-01-29","L",48,111,42,26,11,2,18,24,33,9,0.495,0.37,0.75,124,113,39,28,13,6,18,18,31,8,0.456,0.308,0.846,132,46,93,36,79,10,27,8,26,9,12,33,39,TRUE,TRUE,3,12,"POR",3
"73","Golden State","Portland","2016-11-01","L",48,104,32,23,12,4,18,17,26,6,0.43,0.359,0.762,103,127,45,36,14,4,16,19,38,7,0.562,0.385,0.739,165,37,86,50,89,14,39,10,26,16,21,17,23,TRUE,TRUE,3,12,"POR",3
"74","Golden State","Sacramento","2017-02-04","W",53,109,46,25,11,4,16,18,38,8,0.489,0.304,0.842,131,106,40,22,10,10,17,17,33,7,0.414,0.341,0.792,115,43,88,36,87,7,23,15,44,16,19,19,24,TRUE,TRUE,3,13,"SAC",3
"75","Golden State","Sacramento","2017-01-08","L",48,106,31,21,13,5,18,17,30,1,0.486,0.393,0.793,114,117,46,33,11,6,17,22,33,13,0.506,0.345,0.85,149,36,74,45,89,11,28,10,29,23,29,17,20,TRUE,TRUE,3,13,"SAC",3
"76","Golden State","San Antonio","2017-03-29","L",48,98,42,20,9,8,15,12,26,16,0.41,0.375,0.808,108,110,34,31,7,7,15,22,25,9,0.512,0.5,1,133,34,83,43,84,9,24,13,26,21,26,11,11,TRUE,FALSE,3,14,"SAS",3
"77","Golden State","San Antonio","2017-03-11","W",48,107,46,27,6,7,18,18,39,7,0.519,0.444,0.833,135,85,49,19,10,4,15,16,29,20,0.359,0.294,0.609,84,40,77,33,92,12,27,5,17,15,18,14,23,TRUE,FALSE,3,14,"SAS",3
"78","Golden State","Utah","2016-12-08","L",48,99,46,20,8,2,15,22,34,12,0.416,0.263,0.714,102,106,47,26,10,4,16,23,38,9,0.487,0.414,0.696,129,37,89,39,80,10,38,12,29,15,21,16,23,TRUE,TRUE,3,15,"UTA",3
"79","Houston","Dallas","2016-12-27","L",48,107,38,22,6,5,9,18,26,12,0.414,0.395,0.8,113,123,48,23,7,5,16,22,38,10,0.526,0.531,0.857,149,36,87,41,78,15,38,17,32,20,25,24,28,TRUE,TRUE,4,1,"DAL",4
"80","Houston","Dallas","2016-10-28","L",48,98,34,13,11,2,9,21,28,6,0.438,0.276,0.833,100,106,41,21,6,1,18,22,36,5,0.471,0.469,0.806,114,35,80,33,70,8,29,15,32,20,24,25,31,TRUE,TRUE,4,1,"DAL",4
"81","Houston","Denver","2017-03-18","L",48,105,45,28,9,6,13,24,32,13,0.427,0.323,0.633,118,109,48,20,5,5,14,24,38,10,0.458,0.208,0.8,121,38,89,38,83,10,31,5,24,19,30,28,35,TRUE,FALSE,4,2,"DEN",4
"82","Houston","Denver","2016-12-02","L",48,110,52,22,5,3,16,20,29,23,0.451,0.3,0.562,113,128,42,25,11,7,11,14,30,12,0.506,0.459,0.84,154,46,102,45,89,9,30,17,37,9,16,21,25,TRUE,TRUE,4,2,"DEN",4
"83","Houston","Golden State","2017-03-31","W",48,107,43,27,10,14,10,20,30,13,0.453,0.344,0.714,135,98,49,20,6,3,13,12,30,19,0.37,0.324,0.783,100,43,95,34,92,11,32,12,37,10,14,18,23,TRUE,FALSE,4,3,"GSW",4
"84","Houston","Golden State","2016-12-01","L",58,127,54,31,12,7,17,27,41,13,0.413,0.273,0.784,145,132,56,26,11,4,19,28,41,15,0.444,0.318,0.733,142,43,104,48,108,12,44,14,44,29,37,22,30,TRUE,TRUE,4,3,"GSW",4
"85","Houston","L.A. Clippers","2017-04-10","W",48,125,49,29,9,0,9,16,37,12,0.505,0.385,0.821,153,96,41,23,5,3,15,23,32,9,0.393,0.225,0.778,96,46,91,33,84,10,26,9,40,23,28,21,27,TRUE,FALSE,4,5,"LAC",4
"86","Houston","L.A. Clippers","2017-03-01","L",48,103,36,26,8,3,7,23,26,10,0.447,0.353,0.538,111,122,62,21,3,2,16,17,43,19,0.425,0.385,0.848,139,42,94,37,87,12,34,20,52,7,13,28,33,TRUE,FALSE,4,5,"LAC",4
"87","Houston","L.A. Lakers","2016-10-26","W",48,120,39,21,10,4,15,24,28,11,0.506,0.343,0.818,131,114,39,29,10,1,14,23,29,10,0.512,0.241,0.704,129,45,89,44,86,12,35,7,29,18,22,19,27,TRUE,TRUE,4,6,"LAL",4
"88","Houston","Memphis","2017-01-21","L",48,95,41,19,10,4,12,17,27,14,0.371,0.265,0.714,93,119,46,27,11,6,12,25,40,6,0.512,0.381,0.84,154,33,89,41,80,9,34,16,42,20,28,21,25,TRUE,TRUE,4,7,"MEM",4
"89","Houston","Memphis","2016-12-23","W",48,115,37,23,9,3,10,16,29,8,0.506,0.52,0.8,132,109,41,27,5,3,14,22,31,10,0.427,0.385,0.867,118,41,81,38,89,13,25,20,52,20,25,13,15,TRUE,TRUE,4,7,"MEM",4
"90","Houston","Minnesota","2017-01-11","W",48,119,49,31,8,8,17,19,40,9,0.543,0.348,0.92,159,105,32,23,7,4,15,23,25,7,0.414,0.357,0.818,101,44,81,36,87,8,23,15,42,23,25,18,22,TRUE,TRUE,4,8,"MIN",4
"91","Houston","Minnesota","2016-12-17","L",53,109,55,29,9,6,21,21,42,13,0.446,0.333,0.741,129,111,47,25,14,4,16,22,37,10,0.406,0.333,0.8,124,41,92,39,96,7,21,17,51,20,27,16,20,TRUE,TRUE,4,8,"MIN",4
"92","Houston","New Orleans","2017-03-17","W",48,128,53,29,9,5,13,20,44,9,0.533,0.353,0.75,162,112,46,18,6,3,13,19,36,10,0.416,0.325,0.781,113,49,92,37,89,12,34,13,40,18,24,25,32,TRUE,FALSE,4,9,"NOP",4
"93","Houston","New Orleans","2017-02-23","L",48,99,45,24,10,8,20,21,33,12,0.419,0.194,0.808,111,129,48,28,12,5,16,25,36,12,0.495,0.392,0.792,155,36,86,45,91,6,31,20,51,21,26,19,24,TRUE,FALSE,4,9,"NOP",4
"94","Houston","Oklahoma City","2016-12-09","L",48,99,46,18,9,6,17,19,37,9,0.42,0.25,0.774,107,102,52,26,9,1,15,24,36,16,0.391,0.262,0.633,108,34,81,36,92,7,28,11,42,24,31,19,30,TRUE,TRUE,4,10,"OKC",4
"95","Houston","Oklahoma City","2016-11-16","W",48,105,44,25,7,7,16,15,39,5,0.476,0.48,0.929,127,103,47,25,10,4,16,10,35,12,0.435,0.35,0.643,116,40,84,40,92,12,25,14,40,13,14,9,14,TRUE,TRUE,4,10,"OKC",4
"96","Houston","Phoenix","2017-04-02","L",48,116,61,24,8,12,23,24,39,22,0.42,0.235,0.828,135,123,46,23,8,4,15,23,33,13,0.47,0.368,0.652,128,42,100,47,100,8,34,14,38,24,29,15,23,TRUE,FALSE,4,11,"PHX",4
"97","Houston","Phoenix","2016-12-21","L",48,111,44,20,7,6,8,23,30,14,0.473,0.36,0.7,125,125,37,30,4,8,11,22,28,9,0.535,0.474,0.577,142,44,93,46,86,9,25,18,38,14,20,15,26,TRUE,TRUE,4,11,"PHX",4
"98","Houston","Portland","2017-03-30","W",48,117,41,24,12,8,12,16,30,11,0.478,0.394,0.818,139,107,42,18,9,3,18,20,29,13,0.44,0.235,0.826,106,43,90,40,91,13,33,8,34,18,22,19,23,TRUE,FALSE,4,12,"POR",4
"99","Houston","Portland","2016-11-27","L",48,114,35,24,7,2,14,24,27,8,0.482,0.364,0.759,118,130,36,26,7,8,11,23,29,7,0.561,0.472,0.75,153,40,83,46,82,12,33,17,36,22,29,21,28,TRUE,TRUE,4,12,"POR",4
"100","Houston","Sacramento","2017-04-09","L",48,128,38,26,8,2,5,18,31,7,0.5,0.29,0.833,145,135,41,26,3,2,16,22,36,5,0.562,0.419,0.871,152,47,94,45,80,9,31,18,43,25,30,27,31,TRUE,FALSE,4,13,"SAC",4
"101","Houston","Sacramento","2016-11-25","L",48,104,37,24,7,6,14,18,33,4,0.487,0.281,0.81,119,117,42,27,8,2,14,19,34,8,0.471,0.42,0.8,133,39,80,40,85,9,32,21,50,17,21,16,20,TRUE,TRUE,4,13,"SAC",4
