"","away_team","home_team","date","result","min","H_pts","H_reb","H_ast","H_stl","H_blk","H_to","H_pf","H_dreb","H_oreb","H_fgpct","H_3pct","H_ftpct","H_eff","A_pts","A_reb","A_ast","A_stl","A_blk","A_to","A_pf","A_dreb","A_oreb","A_fgpct","A_3pct","A_ftpct","A_eff","H_FGM","H_FGA","A_FGM","A_FGA","H_3M","H_3A","A_3M","A_3A","H_FTM","H_FTA","A_FTM","A_FTA","reg_season","pre_allstar","away_team_idx","home_team_idx","team_abbv","away_team_idx"
"102","Houston","San Antonio","2017-03-06","W",48,112,45,24,6,6,9,13,36,9,0.46,0.407,0.913,135,110,43,19,3,3,11,20,36,7,0.466,0.359,0.824,117,40,87,41,88,11,27,14,39,21,23,14,17,TRUE,FALSE,4,14,"SAS",4
"103","Houston","San Antonio","2016-11-09","L",48,99,39,22,14,5,10,15,29,10,0.393,0.304,0.867,114,101,45,25,7,4,19,24,37,8,0.474,0.333,0.773,117,33,84,37,78,7,23,10,30,26,30,17,22,TRUE,TRUE,4,14,"SAS",4
"104","Houston","Utah","2016-11-29","W",48,120,40,23,4,5,8,20,35,5,0.554,0.536,0.852,147,101,38,14,5,6,7,20,23,15,0.407,0.367,0.727,97,41,74,37,91,15,28,11,30,23,27,16,22,TRUE,TRUE,4,15,"UTA",4
"105","L.A.Clippers","Dallas","2017-03-23","W",48,97,34,26,11,4,9,18,30,4,0.463,0.346,0.667,113,95,45,18,6,2,17,16,36,9,0.45,0.333,0.667,98,38,82,36,80,9,26,9,27,12,18,14,21,TRUE,FALSE,5,1,"DAL",5
"106","L.A.Clippers","Dallas","2016-11-23","L",48,104,44,23,7,3,16,24,34,10,0.452,0.458,0.944,118,124,43,26,11,4,9,17,37,6,0.506,0.469,0.742,149,38,84,43,85,11,24,15,32,17,18,23,31,TRUE,TRUE,5,1,"DAL",5
"107","L.A.Clippers","Denver","2017-03-16","W",48,129,48,31,7,3,10,14,37,11,0.535,0.536,0.846,164,114,34,26,5,4,9,19,30,4,0.524,0.5,0.667,129,46,86,44,84,15,28,16,32,22,26,10,15,TRUE,FALSE,5,2,"DEN",5
"108","L.A.Clippers","Denver","2017-01-21","W",48,123,46,30,4,0,10,16,35,11,0.529,0.417,0.808,147,98,35,23,5,2,7,23,25,10,0.417,0.312,1,100,46,87,40,96,10,24,10,32,21,26,8,8,TRUE,TRUE,5,2,"DEN",5
"109","L.A.Clippers","Golden State","2017-02-23","W",48,123,53,31,11,11,21,27,43,10,0.531,0.5,0.923,168,113,38,23,11,0,14,16,28,10,0.409,0.393,0.703,105,43,81,38,93,13,26,11,28,24,26,26,37,TRUE,FALSE,5,3,"GSW",5
"110","L.A.Clippers","Golden State","2017-01-28","W",48,144,48,35,9,7,11,17,39,9,0.62,0.5,0.812,194,98,32,24,7,2,14,18,24,8,0.439,0.429,0.636,95,57,92,36,82,17,34,12,28,13,16,14,22,TRUE,TRUE,5,3,"GSW",5
"111","L.A.Clippers","Houston","2016-12-30","W",48,140,45,29,12,5,13,17,36,9,0.556,0.35,0.837,175,116,38,22,8,4,15,25,27,11,0.469,0.394,0.812,119,45,81,45,96,14,40,13,33,36,43,13,16,TRUE,TRUE,5,4,"HOU",5
"112","L.A.Clippers","L.A. Lakers","2017-03-21","L",48,109,41,23,8,3,8,22,27,14,0.467,0.3,0.63,117,133,48,23,4,4,15,21,35,13,0.536,0.455,0.875,154,43,92,45,84,6,20,15,33,17,27,28,32,TRUE,FALSE,5,6,"LAL",5
"113","L.A.Clippers","L.A. Lakers","2016-12-25","W",48,111,48,18,7,4,13,21,35,13,0.476,0.32,0.767,124,102,42,24,9,5,15,20,32,10,0.435,0.345,0.818,115,40,84,37,85,8,25,10,29,23,30,18,22,TRUE,TRUE,5,6,"LAL",5
"114","L.A.Clippers","Memphis","2017-03-09","L",48,98,34,26,6,2,9,22,28,6,0.446,0.35,0.773,106,114,47,24,2,4,14,18,40,7,0.513,0.367,0.821,134,37,83,40,78,7,20,11,30,17,22,23,28,TRUE,FALSE,5,7,"MEM",5
"115","L.A.Clippers","Memphis","2016-11-04","L",48,88,48,26,4,9,18,28,35,13,0.369,0.346,0.773,99,99,48,19,17,6,11,23,36,12,0.376,0.296,0.818,119,31,84,32,85,9,26,8,27,17,22,27,33,TRUE,TRUE,5,7,"MEM",5
"116","L.A.Clippers","Minnesota","2017-03-08","W",48,107,50,26,10,4,12,23,36,14,0.488,0.25,0.9,139,91,36,18,9,3,16,18,26,10,0.422,0.375,0.667,87,42,86,35,83,5,20,9,24,18,20,12,18,TRUE,FALSE,5,8,"MIN",5
"117","L.A.Clippers","Minnesota","2016-11-12","L",48,105,39,26,11,3,13,31,24,15,0.449,0.364,0.81,118,119,42,25,7,4,14,19,33,9,0.526,0.458,0.757,138,40,89,40,76,8,22,11,24,17,21,28,37,TRUE,TRUE,5,8,"MIN",5
"118","L.A.Clippers","New Orleans","2016-12-28","W",48,102,45,23,11,6,6,16,37,8,0.46,0.345,0.571,125,98,59,15,6,4,11,20,42,17,0.385,0.297,0.722,107,40,87,37,96,10,29,11,37,12,21,13,18,TRUE,TRUE,5,9,"NOP",5
"119","L.A.Clippers","New Orleans","2016-12-02","L",48,96,41,21,5,5,12,14,30,11,0.464,0.25,0.619,103,114,46,27,7,7,9,18,34,12,0.511,0.417,0.875,147,39,84,45,88,5,20,10,24,13,21,14,16,TRUE,TRUE,5,9,"NOP",5
"120","L.A.Clippers","Oklahoma City","2016-12-31","W",48,114,44,25,9,6,9,20,36,8,0.474,0.345,0.857,143,88,38,14,4,4,15,25,31,7,0.413,0.267,0.857,86,37,78,31,75,10,29,8,30,30,35,18,21,TRUE,TRUE,5,10,"OKC",5
"121","L.A.Clippers","Oklahoma City","2016-11-11","L",48,108,45,21,3,1,16,27,36,9,0.432,0.571,0.842,109,110,45,18,9,3,10,20,34,11,0.453,0.407,0.6,114,38,88,39,86,16,28,11,27,16,19,21,35,TRUE,TRUE,5,10,"OKC",5
"122","L.A.Clippers","Phoenix","2017-03-30","L",48,118,43,24,6,2,14,27,30,13,0.533,0.304,0.542,125,124,39,20,4,4,14,21,32,7,0.55,0.545,0.706,131,49,92,44,80,7,23,12,22,13,24,24,34,TRUE,FALSE,5,11,"PHX",5
"123","L.A.Clippers","Phoenix","2017-02-01","L",48,114,45,21,5,3,13,27,27,18,0.406,0.35,0.829,112,124,45,20,10,9,10,28,37,8,0.524,0.263,0.816,151,39,96,44,84,7,20,5,19,29,35,31,38,TRUE,TRUE,5,11,"PHX",5
"124","L.A.Clippers","Portland","2016-10-27","L",48,106,48,18,4,4,14,34,39,9,0.459,0.222,0.75,112,114,48,12,10,4,7,25,33,15,0.407,0.276,0.696,113,39,85,37,91,4,18,8,29,24,32,32,46,TRUE,TRUE,5,12,"POR",5
"125","L.A.Clippers","Sacramento","2017-01-06","L",48,98,50,23,4,3,6,18,38,12,0.414,0.3,0.773,116,106,45,28,6,5,8,13,37,8,0.464,0.419,0.714,131,36,87,39,84,9,30,13,31,17,22,15,21,TRUE,TRUE,5,13,"SAC",5
"126","L.A.Clippers","Sacramento","2016-11-18","L",48,115,37,21,7,4,14,24,28,9,0.442,0.385,0.829,116,121,37,27,7,6,14,24,32,5,0.526,0.448,0.824,142,38,86,40,76,10,26,13,29,29,35,28,34,TRUE,TRUE,5,13,"SAC",5
"127","L.A.Clippers","San Antonio","2017-04-08","L",48,87,40,20,3,4,13,17,33,7,0.425,0.364,0.786,92,98,45,21,8,7,6,15,37,8,0.5,0.273,0.571,125,34,80,42,84,8,22,6,22,11,14,8,14,TRUE,FALSE,5,14,"SAS",5
"128","L.A.Clippers","San Antonio","2016-11-05","L",48,92,40,19,5,5,15,18,33,7,0.405,0.4,0.88,99,116,41,24,8,6,8,19,34,7,0.516,0.391,0.929,142,30,74,47,91,10,25,9,23,22,25,13,14,TRUE,TRUE,5,14,"SAS",5
"129","L.A.Clippers","Utah","2017-03-13","W",48,114,42,22,1,3,7,22,34,8,0.526,0.667,0.818,134,108,28,16,4,2,6,22,25,3,0.5,0.4,0.783,108,41,78,39,78,14,21,12,30,18,22,18,23,TRUE,FALSE,5,15,"UTA",5
"130","L.A.Clippers","Utah","2017-02-13","L",48,72,49,14,5,4,10,11,37,12,0.322,0.174,0.667,69,88,49,16,7,7,13,19,43,6,0.444,0.36,0.636,105,28,87,36,81,4,23,9,25,12,18,7,11,TRUE,TRUE,5,15,"UTA",5
"131","L.A.Lakers","Dallas","2017-03-07","W",48,122,41,25,5,5,14,17,35,6,0.542,0.548,0.789,142,111,44,25,9,3,11,20,33,11,0.467,0.367,0.727,127,45,83,42,90,17,31,11,30,15,19,16,22,TRUE,FALSE,6,1,"DAL",6
"132","L.A.Lakers","Dallas","2017-01-22","W",48,122,49,27,9,4,10,15,36,13,0.494,0.436,1,157,73,32,11,3,4,17,20,27,5,0.384,0.143,0.824,58,43,87,28,73,17,39,3,21,19,19,14,17,TRUE,TRUE,6,1,"DAL",6
"133","L.A.Lakers","Denver","2017-03-13","W",48,129,42,36,9,7,15,18,36,6,0.536,0.447,0.88,166,101,46,17,10,3,16,21,30,16,0.433,0.3,0.579,98,45,84,42,97,17,38,6,20,22,25,11,19,TRUE,FALSE,6,2,"DEN",6
"134","L.A.Lakers","Golden State","2017-04-12","W",48,109,54,26,14,8,20,17,40,14,0.456,0.333,0.682,135,94,40,23,13,2,18,22,29,11,0.441,0.235,0.571,96,41,90,41,93,12,36,4,17,15,22,8,14,TRUE,FALSE,6,3,"GSW",6
"135","L.A.Lakers","Golden State","2016-11-23","W",48,149,48,47,7,5,10,20,42,6,0.616,0.528,0.686,202,106,37,22,5,1,11,25,30,7,0.43,0.4,0.818,103,53,86,40,93,19,36,8,20,24,35,18,22,TRUE,TRUE,6,3,"GSW",6
"136","L.A.Lakers","Houston","2017-03-15","W",48,139,50,37,13,4,19,21,37,13,0.549,0.419,0.656,172,100,38,16,10,0,22,25,29,9,0.462,0.12,0.722,88,50,91,42,91,18,43,3,25,21,32,13,18,TRUE,FALSE,6,4,"HOU",6
"137","L.A.Lakers","Houston","2016-12-07","W",48,134,52,35,20,2,20,22,37,15,0.543,0.417,0.81,176,95,39,14,13,4,27,22,25,14,0.391,0.25,0.815,80,51,94,34,87,15,36,5,20,17,21,22,27,TRUE,TRUE,6,4,"HOU",6
"138","L.A.Lakers","L.A. Clippers","2017-04-01","W",48,115,39,24,8,5,17,19,35,4,0.551,0.44,0.824,137,104,41,26,12,2,11,27,26,15,0.433,0.261,0.667,113,38,69,39,90,11,25,6,23,28,34,20,30,TRUE,FALSE,6,5,"LAC",6
"139","L.A.Lakers","L.A. Clippers","2017-01-14","W",48,113,42,28,6,6,7,24,35,7,0.522,0.357,0.875,143,97,41,21,3,2,14,20,34,7,0.444,0.476,0.556,93,48,92,36,81,10,28,10,21,7,8,15,27,TRUE,TRUE,6,5,"LAC",6
"140","L.A.Lakers","Memphis","2016-12-03","W",48,103,43,32,13,7,11,19,29,14,0.466,0.333,0.733,136,100,44,16,7,4,18,18,30,14,0.432,0.333,0.793,101,41,88,35,81,10,30,7,21,11,15,23,29,TRUE,TRUE,6,7,"MEM",6
"141","L.A.Lakers","Minnesota","2017-03-30","W",48,119,40,30,9,5,10,20,26,14,0.483,0.476,0.767,140,104,42,20,4,5,16,22,28,14,0.476,0.333,0.938,114,43,89,40,84,10,21,9,27,23,30,15,16,TRUE,FALSE,6,8,"MIN",6
"142","L.A.Lakers","Minnesota","2016-11-13","W",48,125,44,28,10,4,10,19,35,9,0.525,0.481,0.667,149,99,39,16,6,5,17,31,34,5,0.465,0.333,0.833,105,42,80,33,71,13,27,8,24,28,42,25,30,TRUE,TRUE,6,8,"MIN",6
"143","L.A.Lakers","New Orleans","2016-11-29","W",48,105,54,24,10,3,8,17,41,13,0.432,0.258,0.84,134,88,47,26,8,5,12,17,38,9,0.425,0.167,0.5,103,38,88,37,87,8,31,5,30,21,25,9,18,TRUE,TRUE,6,9,"NOP",6
"144","L.A.Lakers","New Orleans","2016-11-12","L",48,99,42,20,4,5,10,10,30,12,0.433,0.3,0.789,105,126,47,36,8,5,10,17,37,10,0.553,0.533,0.857,169,39,90,52,94,6,20,16,30,15,19,6,7,TRUE,TRUE,6,9,"NOP",6
"145","L.A.Lakers","Oklahoma City","2017-02-24","W",48,110,59,28,9,7,17,14,45,14,0.454,0.417,0.706,138,93,51,23,15,8,13,19,36,15,0.396,0.2,0.429,108,44,97,40,101,10,24,7,35,12,17,6,14,TRUE,FALSE,6,10,"OKC",6
"146","L.A.Lakers","Oklahoma City","2016-10-30","W",48,113,46,29,15,6,19,22,35,11,0.474,0.346,0.824,137,96,41,20,15,2,21,18,30,11,0.402,0.219,0.792,96,45,95,35,87,9,26,7,32,14,17,19,24,TRUE,TRUE,6,10,"OKC",6
"147","L.A.Lakers","Phoenix","2017-03-09","L",48,110,54,20,7,10,19,24,36,18,0.462,0.316,0.8,128,122,42,21,11,7,9,20,28,14,0.48,0.444,0.667,135,42,91,47,98,6,19,12,27,20,25,16,24,TRUE,FALSE,6,11,"PHX",6
"148","L.A.Lakers","Phoenix","2017-02-15","W",48,137,59,32,7,10,15,20,47,12,0.557,0.417,0.853,186,101,36,16,9,3,12,27,29,7,0.376,0.346,0.786,89,49,88,35,93,10,24,9,26,29,34,22,28,TRUE,TRUE,6,11,"PHX",6
"149","L.A.Lakers","Portland","2017-01-25","W",48,105,49,17,5,4,11,12,40,9,0.478,0.267,0.75,117,98,51,16,5,9,13,17,37,14,0.394,0.379,0.929,108,43,90,37,94,4,15,11,29,15,20,13,14,TRUE,TRUE,6,12,"POR",6
"150","L.A.Lakers","Portland","2017-01-05","W",48,118,47,29,6,5,13,21,39,8,0.531,0.364,0.667,144,109,40,15,7,3,11,25,30,10,0.419,0.323,0.818,107,43,81,36,86,12,33,10,31,20,30,27,33,TRUE,TRUE,6,12,"POR",6
"151","L.A.Lakers","Sacramento","2016-12-12","W",48,116,47,23,16,6,21,20,34,13,0.56,0.417,0.571,141,92,39,18,12,3,19,16,22,17,0.393,0.435,0.762,89,47,84,33,84,10,24,10,23,12,21,16,21,TRUE,TRUE,6,13,"SAC",6
"152","L.A.Lakers","Sacramento","2016-11-10","L",48,91,43,18,13,3,15,19,32,11,0.4,0.381,0.75,97,101,42,18,8,2,21,19,38,4,0.514,0.333,0.727,108,34,85,38,74,8,21,9,27,15,20,16,22,TRUE,TRUE,6,13,"SAC",6
"153","L.A.Lakers","San Antonio","2017-04-05","L",48,95,37,28,8,8,14,13,30,7,0.438,0.371,0.667,110,102,47,23,8,5,16,13,39,8,0.488,0.5,0.786,122,39,89,42,86,13,35,7,14,4,6,11,14,TRUE,FALSE,6,14,"SAS",6
"154","L.A.Lakers","San Antonio","2017-01-12","W",48,134,46,32,5,5,12,20,39,7,0.605,0.476,0.897,175,94,29,23,6,3,9,25,20,9,0.412,0.316,0.72,89,49,81,35,85,10,21,6,19,26,29,18,25,TRUE,TRUE,6,14,"SAS",6
"155","L.A.Lakers","Utah","2017-01-26","W",48,96,44,13,7,6,8,10,34,10,0.407,0.231,0.857,106,88,48,13,5,2,12,24,38,10,0.429,0.286,0.923,95,33,81,36,84,6,26,4,14,24,28,12,13,TRUE,TRUE,6,15,"UTA",6
"156","L.A.Lakers","Utah","2016-10-28","W",48,96,47,14,4,7,14,18,34,13,0.413,0.24,0.7,98,89,43,16,6,7,14,29,32,11,0.381,0.391,0.762,90,31,75,32,84,6,25,9,23,28,40,16,21,TRUE,TRUE,6,15,"UTA",6
"157","Memphis","Dallas","2017-03-03","W",48,104,45,23,5,3,8,20,37,8,0.476,0.185,0.778,123,100,39,16,4,0,10,23,32,7,0.463,0.321,0.682,98,39,82,38,82,5,27,9,28,21,27,15,22,TRUE,FALSE,7,1,"DAL",7
"158","Memphis","Dallas","2016-11-18","L",48,64,45,9,3,8,17,14,35,10,0.288,0.2,0.773,55,80,48,16,7,3,12,25,41,7,0.403,0.36,0.75,93,21,73,31,77,5,25,9,25,17,22,9,12,TRUE,TRUE,7,1,"DAL",7
"159","Memphis","Denver","2017-02-26","L",48,98,39,26,9,3,12,23,29,10,0.44,0.324,0.765,112,105,49,21,9,2,15,20,36,13,0.45,0.333,0.88,124,37,84,36,80,11,34,11,33,13,17,22,25,TRUE,FALSE,7,2,"DEN",7
"160","Memphis","Denver","2017-02-01","L",48,99,45,25,7,2,17,17,34,11,0.4,0.36,0.743,104,119,46,28,6,4,8,24,35,11,0.489,0.467,0.75,143,32,80,45,92,9,25,14,30,26,35,15,20,TRUE,TRUE,7,2,"DEN",7
"161","Memphis","Golden State","2017-03-26","W",48,106,38,30,9,4,18,15,30,8,0.542,0.548,0.733,132,94,37,21,11,0,13,13,24,13,0.447,0.276,0.667,98,39,72,38,85,17,31,8,29,11,15,10,15,TRUE,FALSE,7,3,"GSW",7
"162","Memphis","Golden State","2017-01-06","L",53,119,44,23,7,5,16,21,37,7,0.494,0.267,0.744,130,128,47,29,13,0,12,28,33,14,0.485,0.394,0.789,148,41,83,50,103,8,30,13,33,29,39,15,19,TRUE,TRUE,7,3,"GSW",7
"163","Memphis","Houston","2017-03-04","W",48,123,43,25,10,4,14,20,33,10,0.5,0.429,0.75,143,108,46,26,8,6,13,24,29,17,0.443,0.286,0.667,120,39,78,43,97,18,42,8,28,27,36,14,21,TRUE,FALSE,7,4,"HOU",7
"164","Memphis","Houston","2017-01-13","L",48,105,31,19,9,2,12,20,21,10,0.402,0.244,0.806,98,110,45,25,8,3,22,29,37,8,0.539,0.37,0.667,125,33,82,41,76,10,41,10,27,29,36,18,27,TRUE,TRUE,7,4,"HOU",7
"165","Memphis","L.A. Clippers","2017-01-04","W",48,115,45,23,5,5,13,23,37,8,0.507,0.391,0.711,131,106,43,30,6,5,9,31,31,12,0.432,0.393,0.76,125,37,73,38,88,9,23,11,28,32,45,19,25,TRUE,TRUE,7,5,"LAC",7
"166","Memphis","L.A. Clippers","2016-11-16","L",48,107,35,15,13,7,8,19,27,8,0.457,0.36,0.706,115,111,43,24,6,2,15,22,34,9,0.488,0.577,0.842,126,37,81,40,82,9,25,15,26,24,34,16,19,TRUE,TRUE,7,5,"LAC",7
"167","Memphis","L.A. Lakers","2017-04-02","W",48,108,51,14,11,2,13,12,34,17,0.471,0.368,0.778,122,103,33,29,8,5,14,19,28,5,0.5,0.433,0.714,120,40,85,40,80,7,19,13,30,21,27,10,14,TRUE,FALSE,7,6,"LAL",7
"168","Memphis","L.A. Lakers","2017-01-03","W",48,116,43,34,5,2,9,23,34,9,0.512,0.515,0.536,138,102,39,18,6,1,10,16,34,5,0.39,0.323,0.914,106,42,82,30,77,17,33,10,31,15,28,32,35,TRUE,TRUE,7,6,"LAL",7
"169","Memphis","Minnesota","2017-02-04","L",48,99,46,22,4,3,12,27,30,16,0.417,0.385,0.792,108,107,42,17,7,3,9,25,29,13,0.416,0.357,0.846,116,35,84,32,77,10,26,10,28,19,24,33,39,TRUE,TRUE,7,8,"MIN",7
"170","Memphis","Minnesota","2016-11-01","W",48,116,49,29,11,4,21,22,39,10,0.551,0.6,0.783,148,80,32,10,17,4,21,22,24,8,0.365,0.167,0.759,68,43,78,27,74,12,20,4,24,18,23,22,29,TRUE,TRUE,7,8,"MIN",7
"171","Memphis","New Orleans","2017-03-21","W",48,95,51,16,8,3,12,17,39,12,0.398,0.31,0.842,105,82,42,17,7,3,15,20,37,5,0.405,0.257,0.692,85,35,88,32,79,9,29,9,35,16,19,9,13,TRUE,FALSE,7,9,"NOP",7
"172","Memphis","New Orleans","2016-12-05","L",58,108,54,21,7,8,11,15,48,6,0.394,0.312,0.952,126,110,61,23,8,4,14,22,48,13,0.404,0.382,0.619,122,39,99,42,104,10,32,13,34,20,21,13,21,TRUE,TRUE,7,9,"NOP",7
"173","Memphis","Oklahoma City","2017-02-03","W",48,114,48,21,7,3,20,21,31,17,0.475,0.5,0.758,123,102,29,21,10,5,12,28,21,8,0.482,0.158,0.864,109,38,80,40,83,13,26,3,19,25,33,19,22,TRUE,TRUE,7,10,"OKC",7
"174","Memphis","Oklahoma City","2017-01-11","W",48,103,53,21,5,4,16,18,42,11,0.45,0.308,0.793,120,95,39,18,11,4,10,26,26,13,0.413,0.292,0.571,94,36,80,38,92,8,26,7,24,23,29,12,21,TRUE,TRUE,7,10,"OKC",7
"175","Memphis","Phoenix","2017-01-30","L",48,96,42,11,8,8,17,19,29,13,0.419,0.263,0.744,95,115,44,25,13,2,17,27,34,10,0.487,0.571,0.875,138,31,74,39,80,5,19,16,28,29,39,21,24,TRUE,TRUE,7,11,"PHX",7
"176","Memphis","Portland","2017-01-27","W",48,112,33,24,2,3,12,26,25,8,0.469,0.457,0.952,118,109,42,24,6,5,11,19,32,10,0.481,0.346,0.788,128,38,81,37,77,16,35,9,26,20,21,26,33,TRUE,TRUE,7,12,"POR",7
"177","Memphis","Sacramento","2017-03-27","W",48,91,36,16,4,6,11,23,28,8,0.463,0.24,0.767,99,90,45,15,4,2,7,18,26,19,0.344,0.192,0.793,84,31,67,31,90,6,25,5,26,23,30,23,29,TRUE,FALSE,7,13,"SAC",7
"178","Memphis","Sacramento","2016-12-31","L",48,98,39,17,6,3,12,12,28,11,0.431,0.393,0.893,107,112,40,25,6,3,7,20,28,12,0.506,0.486,0.778,134,31,72,44,87,11,28,17,35,25,28,7,9,TRUE,TRUE,7,13,"SAC",7
"179","Memphis","San Antonio","2017-04-04","W",53,95,46,22,8,6,15,20,38,8,0.438,0.524,0.778,113,89,50,26,9,2,15,20,38,12,0.393,0.32,0.611,100,35,80,35,89,11,21,8,25,14,18,11,18,TRUE,FALSE,7,14,"SAS",7
"180","Memphis","San Antonio","2017-03-23","W",48,97,35,26,6,5,6,19,29,6,0.481,0.308,0.652,115,90,42,18,4,4,13,18,32,10,0.436,0.345,0.8,98,37,77,34,78,8,26,10,29,15,23,12,15,TRUE,FALSE,7,14,"SAS",7
"181","Memphis","Utah","2017-01-28","L",48,95,31,19,3,4,13,18,27,4,0.468,0.4,0.931,104,102,31,13,8,1,7,23,24,7,0.512,0.423,0.9,108,29,62,41,80,10,25,11,26,27,29,9,10,TRUE,TRUE,7,15,"UTA",7
"182","Memphis","Utah","2016-11-14","L",48,96,29,17,8,1,8,27,23,6,0.479,0.286,0.818,101,102,44,13,4,2,16,26,30,14,0.474,0.381,0.846,105,35,73,36,76,8,28,8,21,18,22,22,26,TRUE,TRUE,7,15,"UTA",7
"183","Minnesota","Dallas","2017-01-15","W",48,98,41,21,8,8,11,18,35,6,0.468,0.414,0.737,119,87,44,20,7,1,12,16,34,10,0.438,0.238,0.667,96,36,77,35,80,12,29,5,21,14,19,12,18,TRUE,TRUE,8,1,"DAL",8
"184","Minnesota","Denver","2017-02-15","L",48,99,49,25,4,6,14,19,35,14,0.404,0.324,0.667,107,112,45,20,12,4,7,15,36,9,0.477,0.333,0.857,137,38,94,41,86,11,34,6,18,12,18,24,28,TRUE,TRUE,8,2,"DEN",8
"185","Minnesota","Denver","2016-12-28","W",48,105,38,29,6,4,15,17,30,8,0.519,0.357,0.786,125,103,43,29,8,3,8,15,27,16,0.447,0.28,0.706,121,42,81,42,94,10,28,7,25,11,14,12,17,TRUE,TRUE,8,2,"DEN",8
"186","Minnesota","Golden State","2017-04-04","W",48,121,40,33,9,7,13,19,32,8,0.524,0.438,0.792,152,107,50,22,9,3,13,19,31,19,0.427,0.211,0.808,118,44,84,41,96,14,32,4,19,19,24,21,26,TRUE,FALSE,8,3,"GSW",8
"187","Minnesota","Golden State","2016-11-26","W",48,115,45,25,9,8,18,14,33,12,0.556,0.5,0.824,145,102,32,22,8,3,13,15,24,8,0.461,0.286,0.833,104,45,81,41,89,11,22,10,35,14,17,10,12,TRUE,TRUE,8,3,"GSW",8
"188","Minnesota","Houston","2017-04-12","W",48,123,47,37,11,7,10,14,31,16,0.464,0.339,0.636,155,118,49,37,7,3,15,15,39,10,0.527,0.478,0.733,152,45,97,48,91,19,56,11,23,14,22,11,15,TRUE,FALSE,8,4,"HOU",8
"189","Minnesota","Houston","2017-02-25","W",48,142,31,32,15,7,13,21,19,12,0.468,0.379,0.762,154,130,58,28,10,2,23,26,37,21,0.521,0.346,0.821,155,44,94,49,94,22,58,9,26,32,42,23,28,TRUE,FALSE,8,4,"HOU",8
"190","Minnesota","L.A. Clippers","2017-01-19","L",48,101,41,24,9,6,11,21,27,14,0.483,0.182,0.542,114,104,43,25,3,2,13,21,30,13,0.476,0.312,0.76,114,42,87,40,84,4,22,5,16,13,24,19,25,TRUE,TRUE,8,5,"LAC",8
"191","Minnesota","L.A. Lakers","2017-04-09","W",48,110,40,26,10,8,16,23,28,12,0.488,0.37,0.8,130,109,41,27,8,6,14,16,33,8,0.494,0.188,0.839,131,42,86,40,81,10,27,3,16,16,20,26,31,TRUE,FALSE,8,6,"LAL",8
"192","Minnesota","L.A. Lakers","2017-03-24","W",53,130,42,26,6,2,20,23,33,9,0.523,0.609,0.857,140,119,37,32,13,10,13,20,25,12,0.484,0.333,0.909,147,46,88,46,95,14,23,7,21,24,28,20,22,TRUE,FALSE,8,6,"LAL",8
"193","Minnesota","Memphis","2016-11-19","W",48,93,46,15,8,7,9,19,33,13,0.382,0.111,0.868,108,71,34,16,5,5,16,25,29,5,0.391,0.318,0.636,68,29,76,25,64,2,18,7,22,33,38,14,22,TRUE,TRUE,8,7,"MEM",8
"194","Minnesota","Memphis","2016-10-26","W",48,102,45,19,6,11,13,25,34,11,0.45,0.458,0.704,118,98,45,20,6,5,10,23,30,15,0.419,0.333,0.69,105,36,80,36,86,11,24,6,18,19,27,20,29,TRUE,TRUE,8,7,"MEM",8
"195","Minnesota","New Orleans","2017-03-19","W",48,123,42,31,8,1,16,15,33,9,0.551,0.467,0.733,145,109,36,30,11,5,16,14,27,9,0.518,0.36,0.706,129,49,89,44,85,14,30,9,25,11,15,12,17,TRUE,FALSE,8,9,"NOP",8
"196","Minnesota","New Orleans","2016-11-23","W",48,117,45,27,10,6,17,21,41,4,0.542,0.375,0.783,145,96,41,23,12,3,17,19,33,8,0.384,0.176,0.818,99,45,83,33,86,9,24,3,17,18,23,27,33,TRUE,TRUE,8,9,"NOP",8
"197","Minnesota","Oklahoma City","2016-12-25","W",48,112,42,26,8,4,15,24,33,9,0.512,0.333,0.833,133,100,36,19,11,2,12,21,25,11,0.47,0.333,0.783,107,42,82,39,83,8,24,4,12,20,24,18,23,TRUE,TRUE,8,10,"OKC",8
"198","Minnesota","Oklahoma City","2016-11-05","W",48,112,41,24,9,9,12,21,30,11,0.523,0.438,0.625,133,92,41,12,7,8,17,19,24,17,0.393,0.211,0.759,85,45,86,33,84,7,16,4,19,15,24,22,29,TRUE,TRUE,8,10,"OKC",8
"199","Minnesota","Phoenix","2017-01-24","L",48,111,44,20,7,4,15,23,31,13,0.442,0.368,0.875,119,112,42,24,8,4,15,21,32,10,0.524,0.353,0.75,129,38,86,44,84,7,19,6,17,28,32,18,24,TRUE,TRUE,8,11,"PHX",8
"200","Minnesota","Phoenix","2016-11-25","L",48,85,48,17,11,6,25,26,36,12,0.405,0.231,0.714,89,98,39,16,15,8,17,27,28,11,0.4,0.318,0.92,106,32,79,34,85,6,26,7,22,15,21,23,25,TRUE,TRUE,8,11,"PHX",8
"201","Minnesota","Portland","2017-04-06","W",48,105,41,19,8,4,12,20,37,4,0.432,0.424,0.808,114,98,47,16,7,4,13,20,38,9,0.437,0.222,0.9,108,35,81,38,87,14,33,4,18,21,26,18,20,TRUE,FALSE,8,12,"POR",8
"202","Minnesota","Portland","2017-03-25","W",48,112,35,24,6,3,14,20,30,5,0.625,0.5,0.647,133,100,27,15,10,4,8,14,21,6,0.493,0.2,0.75,102,45,72,37,75,11,22,2,10,11,17,24,32,TRUE,FALSE,8,12,"POR",8
