home_team,away_team,date,result,min,H_pts,H_reb,H_ast,H_stl,H_blk,H_to,H_pf,H_dreb,H_oreb,H_fgpct,H_3pct,H_ftpct,H_eff,A_pts,A_reb,A_ast,A_stl,A_blk,A_to,A_pf,A_dreb,A_oreb,A_fgpct,A_3pct,A_ftpct,A_eff,home_team_idx,away_team_idx,H_FGM,H_FGA,A_FGM,A_FGA,H_3M,H_3A,A_3M,A_3A,H_FTM,H_FTA,A_FTM,A_FTA,reg_season,pre_allstar
Memphis,New Orleans,2016-11-02,W,53,89,52,20,12,5,17,22,39,13,0.35100000000000003,0.29600000000000004,0.75,95,83,43,17,8,9,21,26,38,5,0.37,0.324,0.75,84,14,19,33,94,30,81,8,27,11,34,15,20,12,16,True,True
Memphis,Washington,2016-10-30,W,53,112,47,24,9,2,14,26,36,11,0.44299999999999995,0.484,0.731,124,103,40,19,8,4,14,23,32,8,0.442,0.2,0.88,109,14,30,39,88,38,86,15,31,5,25,19,26,22,25,True,True
Memphis,Minnesota,2016-10-26,W,48,102,45,19,6,11,13,25,34,11,0.45,0.45799999999999996,0.7040000000000001,118,98,45,20,6,5,10,23,30,15,0.419,0.33299999999999996,0.69,105,14,17,36,80,36,86,11,24,6,18,19,27,20,29,True,True
Miami,Washington,2017-04-12,W,48,110,51,19,2,4,17,13,37,14,0.523,0.33299999999999996,0.833,125,102,34,18,9,0,10,13,26,8,0.483,0.26899999999999996,0.7859999999999999,105,15,30,46,88,42,87,8,24,7,26,10,12,11,14,True,False
Miami,Cleveland,2017-04-10,W,53,124,46,28,9,6,13,26,37,9,0.46299999999999997,0.364,0.706,139,121,47,19,7,6,21,25,40,7,0.494,0.4,0.8640000000000001,131,15,5,44,95,44,89,12,33,14,35,24,34,19,22,True,False
Miami,Denver,2017-04-02,L,48,113,41,26,3,9,11,22,34,7,0.488,0.5,0.762,132,116,39,25,10,6,8,14,33,6,0.506,0.25,0.852,141,15,7,42,86,44,87,13,26,5,20,16,21,23,27,True,False
Miami,New York,2017-03-31,L,48,94,41,17,5,4,13,17,30,11,0.41,0.242,0.72,92,98,39,25,9,5,14,18,31,8,0.475,0.375,0.941,119,15,20,34,83,38,80,8,33,6,16,18,25,16,17,True,False
Miami,Toronto,2017-03-23,L,48,84,36,20,8,11,16,23,26,10,0.39,0.261,0.609,84,101,51,10,9,3,17,21,40,11,0.44299999999999995,0.261,0.7809999999999999,106,15,28,32,82,35,79,6,23,6,23,14,23,25,32,True,False
Miami,Phoenix,2017-03-21,W,48,112,50,17,13,5,14,25,32,18,0.43799999999999994,0.40700000000000003,0.7390000000000001,123,97,41,14,5,5,24,23,31,10,0.439,0.25,0.7240000000000001,84,15,24,42,96,36,82,11,27,4,16,17,23,21,29,True,False
Miami,Portland,2017-03-19,L,48,104,39,18,8,8,9,22,26,13,0.461,0.29,0.65,113,115,43,13,4,6,11,20,30,13,0.506,0.5,0.75,123,15,25,41,89,42,83,9,31,13,26,13,20,18,24,True,False
Miami,Minnesota,2017-03-17,W,48,123,40,29,6,9,15,16,30,10,0.588,0.308,0.789,153,105,28,14,6,6,11,21,19,9,0.5,0.16699999999999998,0.955,106,15,17,50,85,41,82,8,26,2,12,15,19,21,22,True,False
Miami,New Orleans,2017-03-15,W,48,120,45,23,9,3,15,22,33,12,0.506,0.457,0.8420000000000001,139,112,38,21,9,5,13,13,30,8,0.47700000000000004,0.409,0.679,117,15,19,44,87,42,88,16,35,9,22,16,19,19,28,True,False
Miami,Toronto,2017-03-11,W,48,104,35,21,8,10,12,19,32,3,0.486,0.39299999999999996,0.6970000000000001,119,89,48,7,6,5,12,20,32,16,0.375,0.133,0.84,84,15,28,35,72,33,88,11,28,2,15,23,33,21,25,True,False
Miami,Charlotte,2017-03-08,W,48,108,46,22,8,7,12,18,33,13,0.435,0.415,0.708,124,101,39,14,7,8,12,17,33,6,0.46299999999999997,0.33299999999999996,0.9520000000000001,113,15,3,37,85,37,80,17,41,7,21,17,24,20,21,True,False
Miami,Cleveland,2017-03-04,W,48,120,48,20,6,4,10,19,33,15,0.523,0.529,0.833,144,92,33,20,4,1,15,16,25,8,0.479,0.40700000000000003,0.611,90,15,5,46,88,35,73,18,34,11,27,10,12,11,18,True,False
Miami,Philadelphia,2017-03-01,W,48,125,42,24,9,12,13,18,34,8,0.544,0.433,0.667,151,98,40,16,7,4,19,22,30,10,0.435,0.353,0.818,94,15,23,49,90,37,85,13,30,6,17,14,21,18,22,True,False
Miami,Indiana,2017-02-25,W,48,113,43,23,9,5,16,19,32,11,0.48700000000000004,0.419,0.774,130,95,43,21,8,4,15,24,30,13,0.4,0.33299999999999996,0.885,102,15,11,38,78,34,85,13,31,4,12,24,31,23,26,True,False
Miami,Orlando,2017-02-13,L,48,107,37,14,7,7,14,25,31,6,0.47,0.273,0.852,110,116,52,18,9,3,14,22,37,15,0.489,0.5710000000000001,0.69,129,15,,39,83,44,90,6,22,8,14,23,27,20,29,True,True
Miami,Philadelphia,2017-02-04,W,48,125,49,28,6,5,21,24,39,10,0.585,0.545,0.7390000000000001,152,102,33,20,10,1,15,21,27,6,0.41700000000000004,0.261,0.8390000000000001,97,15,23,48,82,35,84,12,22,6,23,17,23,26,31,True,True
Miami,Atlanta,2017-02-01,W,48,116,47,23,10,11,12,18,37,10,0.484,0.375,0.737,142,93,43,13,10,6,15,14,34,9,0.395,0.26899999999999996,0.857,95,15,1,45,93,34,86,12,32,7,26,14,19,18,21,True,True
Miami,Brooklyn,2017-01-30,W,48,104,34,22,9,8,11,18,29,5,0.47600000000000003,0.423,0.652,115,96,53,16,7,4,16,23,38,15,0.425,0.154,0.818,106,15,18,39,82,37,87,11,26,4,26,15,23,18,22,True,True
Miami,Detroit,2017-01-28,W,48,116,38,18,5,6,13,19,29,9,0.532,0.5,0.7829999999999999,128,103,41,11,7,3,11,16,28,13,0.517,0.33299999999999996,0.583,106,15,8,42,79,46,89,14,28,4,12,18,23,7,12,True,True
Miami,Golden State,2017-01-23,W,48,105,45,20,9,4,13,19,34,11,0.442,0.433,0.593,111,102,43,27,9,4,14,20,36,7,0.466,0.267,0.6,116,15,9,38,86,41,88,13,30,8,30,16,27,12,20,True,True
Miami,Milwaukee,2017-01-21,W,48,109,39,18,8,3,11,24,34,5,0.532,0.433,0.636,122,97,41,17,6,2,11,18,29,12,0.418,0.33299999999999996,0.7809999999999999,99,15,16,41,77,33,79,13,30,6,18,14,22,25,32,True,True
Miami,Dallas,2017-01-19,W,48,99,40,16,4,1,13,15,34,6,0.479,0.45,0.69,100,95,33,17,4,3,9,20,28,5,0.451,0.389,0.636,94,15,6,35,73,37,82,9,20,14,36,20,29,7,11,True,True
Miami,Houston,2017-01-17,W,48,109,52,21,11,1,15,24,41,11,0.467,0.31,0.667,123,103,49,21,8,3,17,16,38,11,0.4,0.231,0.7859999999999999,107,15,10,42,90,36,90,9,29,9,39,16,24,22,28,True,True
Miami,Detroit,2017-01-01,L,48,98,34,25,6,4,10,22,31,3,0.455,0.5379999999999999,0.778,111,107,48,16,7,5,12,18,38,10,0.488,0.409,0.636,119,15,8,35,77,42,86,14,26,9,22,14,18,14,22,True,True
Miami,Oklahoma City,2016-12-27,L,48,94,32,14,10,4,12,23,23,9,0.439,0.304,0.7140000000000001,90,106,46,21,3,4,17,21,32,14,0.512,0.263,0.68,115,15,21,36,82,42,82,7,23,5,19,15,21,17,25,True,True
Miami,L.A.Lakers,2016-12-22,W,48,115,47,25,7,6,12,15,37,10,0.536,0.5,0.667,142,107,40,18,7,2,13,14,31,9,0.444,0.368,0.867,109,15,,45,84,40,90,11,22,14,38,14,21,13,15,True,True
Miami,Orlando,2016-12-20,L,58,130,48,22,4,6,10,30,39,9,0.46299999999999997,0.4,0.6920000000000001,134,136,47,24,3,5,11,25,41,6,0.495,0.5,0.677,141,15,,50,108,52,105,12,30,11,22,18,26,21,31,True,True
Miami,Boston,2016-12-18,L,48,95,42,23,7,5,23,20,35,7,0.522,0.375,0.56,105,105,37,21,13,2,11,16,26,11,0.456,0.321,0.737,113,15,2,36,69,41,90,9,24,9,28,14,25,14,19,True,True
Miami,L.A.Clippers,2016-12-16,L,48,98,47,20,5,5,4,23,37,10,0.409,0.222,0.64,107,102,50,17,1,3,10,20,43,7,0.434,0.28,0.7929999999999999,110,15,,38,93,36,83,6,27,7,25,16,25,23,29,True,True
Miami,Indiana,2016-12-14,W,48,95,58,23,4,6,15,16,44,14,0.451,0.28,0.56,115,89,38,14,8,5,8,21,32,6,0.371,0.33299999999999996,0.8240000000000001,87,15,11,37,82,33,89,7,25,9,27,14,25,14,17,True,True
Miami,Washington,2016-12-12,W,48,112,47,25,6,4,11,18,36,11,0.511,0.34600000000000003,0.684,134,101,36,17,8,1,14,22,27,9,0.46399999999999997,0.217,0.818,100,15,30,45,88,39,84,9,26,5,23,13,19,18,22,True,True
Miami,New York,2016-12-06,L,48,103,46,21,8,4,10,16,30,16,0.42700000000000005,0.44,0.593,110,114,53,22,6,6,10,18,35,18,0.49,0.28,0.688,136,15,20,38,89,48,98,11,25,7,25,16,27,11,16,True,True
Miami,Boston,2016-11-28,L,48,104,41,24,6,2,13,25,34,7,0.475,0.2,0.688,112,112,40,26,4,3,9,27,34,6,0.48200000000000004,0.40700000000000003,0.8079999999999999,128,15,2,38,80,40,83,6,30,11,27,22,32,21,26,True,True
Miami,Memphis,2016-11-26,L,48,107,39,18,3,6,9,21,31,8,0.494,0.355,0.667,115,110,34,23,5,5,6,19,32,2,0.507,0.36,0.818,129,15,14,40,81,37,73,11,31,9,25,16,24,27,33,True,True
Miami,Milwaukee,2016-11-17,W,48,96,59,19,5,8,7,18,42,17,0.402,0.233,0.524,112,73,48,20,4,8,13,20,36,12,0.32899999999999996,0.304,0.769,80,15,16,39,97,28,85,7,30,7,23,11,21,10,13,True,True
Miami,Atlanta,2016-11-15,L,48,90,48,13,11,7,23,23,31,17,0.40399999999999997,0.304,0.7859999999999999,90,93,35,18,14,4,19,13,29,6,0.46299999999999997,0.353,0.684,96,15,1,36,89,37,80,7,23,6,17,11,14,13,19,True,True
Miami,Utah,2016-11-12,L,48,91,39,21,5,4,8,17,35,4,0.469,0.294,0.526,100,102,45,12,5,4,9,19,39,6,0.494,0.3,0.8420000000000001,115,15,29,38,81,40,81,5,17,6,20,10,19,16,19,True,True
Miami,Chicago,2016-11-10,L,48,95,46,22,8,5,13,19,32,14,0.409,0.44799999999999995,0.667,106,98,48,18,7,2,10,12,36,12,0.41600000000000004,0.375,0.9,109,15,4,36,88,37,89,13,29,6,16,10,15,18,20,True,True
Miami,Sacramento,2016-11-01,W,53,108,45,24,10,9,15,21,39,6,0.43,0.44799999999999995,0.7240000000000001,124,96,53,12,4,4,15,23,44,9,0.382,0.217,0.852,95,15,26,37,86,34,89,13,29,5,23,21,29,23,27,True,True
Miami,San Antonio,2016-10-30,L,48,99,36,19,7,6,12,24,30,6,0.46299999999999997,0.35,0.6920000000000001,104,106,44,20,4,5,15,26,30,14,0.451,0.556,0.846,115,15,27,37,80,37,82,7,20,10,18,18,26,22,26,True,True
Miami,Charlotte,2016-10-28,L,48,91,52,19,2,4,19,23,41,11,0.37200000000000005,0.41200000000000003,0.65,88,97,49,20,10,9,8,20,36,13,0.38,0.318,0.833,116,15,3,32,86,35,92,14,34,7,22,13,20,20,24,True,True
Milwaukee,Toronto,2017-04-27,L,48,89,38,18,11,10,14,20,26,12,0.42100000000000004,0.368,0.643,98,92,43,14,9,4,14,20,32,11,0.457,0.409,0.826,106,16,28,32,76,32,70,7,19,9,22,18,28,19,23,False,False
Milwaukee,Toronto,2017-04-22,L,48,76,50,16,8,3,20,21,37,13,0.37,0.23800000000000002,0.611,75,87,41,16,11,6,12,19,37,4,0.41200000000000003,0.22699999999999998,0.941,101,16,28,30,81,33,80,5,21,5,22,11,18,16,17,False,False
Milwaukee,Toronto,2017-04-20,W,48,104,36,29,6,4,13,25,33,3,0.527,0.522,0.737,126,77,40,11,6,5,15,21,31,9,0.33799999999999997,0.273,0.767,70,16,28,39,74,24,71,12,23,6,22,14,19,23,30,False,False
Milwaukee,Charlotte,2017-04-10,W,48,89,45,28,4,4,16,14,38,7,0.455,0.5710000000000001,0.6,110,79,39,21,11,5,9,10,32,7,0.40700000000000003,0.278,0.615,93,16,3,35,77,33,81,16,28,5,18,3,5,8,13,True,False
Milwaukee,Dallas,2017-04-02,L,48,105,33,25,9,3,13,20,29,4,0.506,0.353,0.833,121,109,30,25,7,1,13,18,26,4,0.521,0.389,0.95,123,16,6,39,77,38,73,12,34,14,36,15,18,19,20,True,False
Milwaukee,Detroit,2017-03-31,W,53,108,48,25,6,3,12,18,39,9,0.41700000000000004,0.389,0.706,119,105,54,25,8,4,12,27,41,13,0.45399999999999996,0.233,0.625,125,16,8,35,84,44,97,14,36,7,30,24,34,10,16,True,False
Milwaukee,Chicago,2017-03-26,L,48,94,34,20,8,0,9,9,25,9,0.44,0.304,0.765,96,109,49,33,4,2,14,16,39,10,0.541,0.47600000000000003,0.7,141,16,4,37,84,46,85,7,23,10,21,13,17,7,10,True,False
Milwaukee,Atlanta,2017-03-24,W,48,100,35,27,10,6,8,23,26,9,0.44299999999999995,0.29600000000000004,0.875,119,97,49,20,5,3,17,19,36,13,0.41,0.364,0.875,105,16,1,39,88,34,83,8,27,8,22,14,16,21,24,True,False
Milwaukee,Minnesota,2017-03-11,W,48,102,40,19,5,6,9,23,29,11,0.46299999999999997,0.4,0.87,117,95,38,21,4,4,12,22,27,11,0.457,0.385,0.762,101,16,17,37,80,37,81,8,20,5,13,20,23,16,21,True,False
Milwaukee,Indiana,2017-03-10,W,48,99,34,17,13,6,20,21,29,5,0.516,0.41200000000000003,0.867,114,85,36,15,14,3,18,24,28,8,0.446,0.111,0.773,89,16,11,33,64,33,74,7,17,2,18,26,30,17,22,True,False
Milwaukee,New York,2017-03-08,W,48,104,46,26,9,4,8,13,34,12,0.43,0.308,0.7859999999999999,126,93,43,22,4,6,15,20,33,10,0.46399999999999997,0.35,0.667,104,16,20,37,86,39,84,8,26,7,20,22,28,8,12,True,False
Milwaukee,Toronto,2017-03-04,W,48,101,42,16,3,4,6,18,33,9,0.43700000000000006,0.222,0.826,107,94,36,20,2,4,11,23,33,3,0.467,0.33299999999999996,0.85,102,16,28,38,87,35,75,6,27,7,21,19,23,17,20,True,False
Milwaukee,L.A.Clippers,2017-03-03,W,48,112,25,35,11,4,10,27,22,3,0.55,0.4,0.9329999999999999,140,101,38,23,4,1,23,18,31,7,0.562,0.42100000000000004,0.583,101,16,,44,80,36,64,10,25,8,19,14,15,21,36,True,False
Milwaukee,Denver,2017-03-01,L,48,98,34,26,8,5,13,19,24,10,0.45799999999999996,0.5,0.867,111,110,45,21,8,3,14,15,31,14,0.488,0.303,0.9,128,16,7,38,83,41,84,9,18,10,33,13,15,18,20,True,False
Milwaukee,Phoenix,2017-02-26,W,48,100,33,26,10,6,19,21,27,6,0.513,0.3,0.889,117,96,42,26,12,5,20,22,30,12,0.48200000000000004,0.35700000000000004,0.688,113,16,24,39,76,40,83,6,20,5,14,16,18,11,16,True,False
Milwaukee,Utah,2017-02-24,L,48,95,35,15,5,2,15,27,25,10,0.43200000000000005,0.389,0.828,90,109,42,23,8,5,14,26,32,10,0.5,0.348,0.9,133,16,29,32,74,37,74,7,18,8,23,24,29,27,30,True,False
Milwaukee,Detroit,2017-02-13,W,48,102,33,26,9,2,11,17,28,5,0.506,0.28600000000000003,1.0,122,89,44,17,4,1,17,18,32,12,0.436,0.33299999999999996,0.737,89,16,8,40,79,34,78,6,21,7,21,16,16,14,19,True,True
Milwaukee,L.A.Lakers,2017-02-10,L,48,114,34,27,11,5,20,29,30,4,0.526,0.28600000000000003,0.8390000000000001,130,122,33,25,9,3,17,24,27,6,0.52,0.5,0.8290000000000001,133,16,,40,76,39,75,8,28,15,30,26,31,29,35,True,True
Milwaukee,Miami,2017-02-08,L,48,88,34,18,10,4,12,18,29,5,0.465,0.4,0.5710000000000001,92,106,48,23,5,5,15,21,34,14,0.47700000000000004,0.33299999999999996,0.722,122,16,15,33,71,41,86,6,15,11,33,16,28,13,18,True,True
Milwaukee,Boston,2017-01-28,L,53,108,47,23,6,6,15,25,38,9,0.425,0.429,0.7809999999999999,118,112,44,26,6,7,13,23,35,9,0.41600000000000004,0.35,0.8,124,16,2,37,87,37,89,9,21,14,40,25,32,24,30,True,True
Milwaukee,Philadelphia,2017-01-25,L,48,109,37,26,11,4,19,22,22,15,0.462,0.25,0.7829999999999999,114,114,43,32,9,4,21,21,34,9,0.5329999999999999,0.462,0.88,143,16,23,42,91,40,75,7,28,12,26,18,23,22,25,True,True
Milwaukee,Houston,2017-01-23,W,48,127,37,31,17,6,19,20,30,7,0.588,0.478,0.815,161,114,28,26,11,4,21,22,23,5,0.506,0.4,0.7859999999999999,118,16,10,47,80,39,77,11,23,14,35,22,27,22,28,True,True
Milwaukee,Philadelphia,2017-01-16,L,48,104,38,23,8,6,12,23,28,10,0.47200000000000003,0.35700000000000004,0.682,113,113,51,25,8,9,18,23,38,13,0.449,0.37799999999999995,0.8059999999999999,138,16,23,42,89,35,78,5,14,14,37,15,22,29,36,True,True
Milwaukee,Miami,2017-01-13,W,48,116,46,28,8,6,11,18,33,13,0.5,0.6,0.871,149,108,27,33,6,8,8,21,23,4,0.494,0.375,0.778,128,16,15,40,80,41,83,9,15,12,32,27,31,14,18,True,True
Milwaukee,Washington,2017-01-08,L,48,101,32,25,14,3,16,20,27,5,0.46299999999999997,0.391,0.9,114,107,49,23,10,4,19,22,36,13,0.488,0.312,0.833,128,16,30,37,80,41,84,9,23,10,32,18,20,15,18,True,True
Milwaukee,New York,2017-01-06,L,48,111,35,24,9,10,14,19,29,6,0.5,0.545,0.75,129,116,40,29,5,6,14,21,29,11,0.494,0.565,0.778,134,16,20,39,78,41,83,12,22,13,23,21,28,21,27,True,True
Milwaukee,Oklahoma City,2017-01-02,W,48,98,39,21,4,4,10,17,32,7,0.48100000000000004,0.368,0.625,106,94,40,20,7,5,10,20,32,8,0.462,0.33299999999999996,0.684,108,16,21,38,79,36,78,7,19,9,27,15,24,13,19,True,True
Milwaukee,Washington,2016-12-23,W,48,123,41,29,8,6,11,16,33,8,0.562,0.36,0.889,158,96,30,24,2,2,14,21,25,5,0.46799999999999997,0.292,0.833,95,16,30,45,80,37,79,9,25,7,24,24,27,15,18,True,True
Milwaukee,Cleveland,2016-12-20,L,53,108,51,22,6,6,14,21,40,11,0.46,0.259,0.7240000000000001,124,114,43,19,5,2,10,21,34,9,0.40700000000000003,0.425,0.852,115,16,5,40,87,37,91,7,27,17,40,21,29,23,27,True,True
Milwaukee,Chicago,2016-12-15,W,48,108,42,32,8,5,8,20,29,13,0.474,0.55,0.5379999999999999,131,97,41,23,5,3,16,16,35,6,0.473,0.263,0.759,107,16,4,45,95,35,74,11,20,5,19,7,13,22,29,True,True
Milwaukee,Atlanta,2016-12-09,L,48,110,43,26,11,5,15,25,34,9,0.46799999999999997,0.429,0.7140000000000001,126,114,46,32,7,8,17,11,37,9,0.47600000000000003,0.353,0.759,139,16,1,44,94,40,84,12,28,12,34,10,14,22,29,True,True
Milwaukee,Portland,2016-12-07,W,48,115,41,19,8,7,10,13,36,5,0.519,0.41700000000000004,0.6759999999999999,131,107,44,25,7,4,15,22,34,10,0.435,0.425,0.8420000000000001,121,16,25,40,77,37,85,10,24,17,40,25,37,16,19,True,True
Milwaukee,San Antonio,2016-12-05,L,48,96,43,16,4,7,14,16,36,7,0.41100000000000003,0.25,0.882,105,97,46,26,6,5,14,22,34,12,0.43,0.28600000000000003,0.643,108,16,27,30,73,40,93,6,24,8,28,30,34,9,14,True,True
Milwaukee,Brooklyn,2016-12-03,W,48,112,46,25,9,10,11,24,39,7,0.47100000000000003,0.25,0.722,136,103,46,21,6,5,14,26,36,10,0.374,0.268,0.727,101,16,18,40,85,34,91,6,24,11,41,26,36,24,33,True,True
Milwaukee,Cleveland,2016-11-29,W,48,118,43,27,15,6,17,22,33,10,0.535,0.368,0.826,148,101,35,17,7,6,19,19,28,7,0.42700000000000005,0.359,0.742,96,16,5,46,86,32,75,7,19,14,39,19,23,23,31,True,True
Milwaukee,Toronto,2016-11-25,L,48,99,38,26,4,2,11,19,31,7,0.506,0.414,0.583,114,105,36,18,3,5,9,17,27,9,0.475,0.452,0.789,112,16,28,40,79,38,80,12,29,14,31,7,12,15,19,True,True
Milwaukee,Orlando,2016-11-21,W,48,93,37,25,16,9,13,22,30,7,0.40700000000000003,0.276,0.7140000000000001,110,89,54,21,8,5,24,18,44,10,0.41600000000000004,0.28,0.75,102,16,,35,86,32,77,8,29,7,25,15,21,18,24,True,True
Milwaukee,Golden State,2016-11-19,L,48,121,41,27,7,1,13,23,31,10,0.517,0.5,0.76,135,124,45,30,8,5,12,25,27,18,0.442,0.368,0.812,141,16,9,46,89,42,95,10,20,14,38,19,25,26,32,True,True
Milwaukee,Memphis,2016-11-12,W,48,106,35,20,9,5,12,20,30,5,0.529,0.389,0.75,122,96,32,20,8,4,13,26,29,3,0.449,0.2,0.9520000000000001,103,16,14,36,68,35,78,7,18,6,30,27,36,20,21,True,True
Milwaukee,New Orleans,2016-11-10,L,48,106,48,23,4,5,11,20,37,11,0.44,0.33299999999999996,0.8,119,112,47,22,9,7,10,19,36,11,0.43799999999999994,0.36,0.9259999999999999,135,16,19,40,91,39,89,6,18,9,25,20,25,25,27,True,True
Milwaukee,Sacramento,2016-11-05,W,48,117,53,28,12,10,15,22,36,17,0.5,0.424,0.84,160,91,36,27,8,3,14,19,23,13,0.39299999999999996,0.35700000000000004,0.789,96,16,26,41,82,33,84,14,33,10,28,21,25,15,19,True,True
Milwaukee,Indiana,2016-11-03,W,48,125,41,32,10,6,22,23,29,12,0.58,0.444,0.792,153,107,31,29,15,3,21,23,21,10,0.469,0.435,0.778,115,16,11,47,81,38,81,12,27,10,23,19,24,21,27,True,True
Milwaukee,Brooklyn,2016-10-29,W,48,110,45,25,14,5,14,24,36,9,0.466,0.364,0.833,134,108,45,23,12,6,18,22,34,11,0.44,0.314,0.821,124,16,18,41,88,37,84,8,22,11,35,20,24,23,28,True,True
Milwaukee,Charlotte,2016-10-26,L,48,96,46,23,4,5,8,22,36,10,0.424,0.188,0.75,108,107,51,27,5,10,10,22,40,11,0.449,0.304,0.833,137,16,3,39,92,40,89,3,16,7,23,15,20,20,24,True,True
Minnesota,Oklahoma City,2017-04-11,L,48,98,35,24,12,3,11,17,24,11,0.442,0.25,0.68,105,100,54,22,7,4,17,21,36,18,0.43,0.318,0.76,115,17,21,38,86,37,86,5,20,7,22,17,25,19,25,True,False
Minnesota,Portland,2017-04-03,W,48,110,43,26,3,5,11,18,32,11,0.494,0.444,0.857,130,109,35,24,7,9,5,18,24,11,0.442,0.344,0.88,128,17,25,41,83,38,86,4,9,11,32,24,28,22,25,True,False
Minnesota,Sacramento,2017-04-01,L,48,117,41,27,8,4,10,23,31,10,0.44799999999999995,0.36,0.789,131,123,40,27,5,4,17,27,33,7,0.564,0.579,0.727,139,17,26,39,87,44,78,9,25,11,19,30,38,24,33,True,False
Minnesota,L.A.Lakers,2017-03-30,W,48,119,40,30,9,5,10,20,26,14,0.483,0.47600000000000003,0.767,140,104,42,20,4,5,16,22,28,14,0.47600000000000003,0.33299999999999996,0.938,114,17,,43,89,40,84,10,21,9,27,23,30,15,16,True,False
Minnesota,San Antonio,2017-03-21,L,48,93,39,20,10,2,23,24,27,12,0.444,0.467,0.88,98,100,33,22,12,5,15,19,24,9,0.48100000000000004,0.33299999999999996,0.818,113,17,27,32,72,37,77,7,15,8,24,22,25,18,22,True,False
Minnesota,Washington,2017-03-13,W,48,119,46,27,8,7,15,24,38,8,0.523,0.47600000000000003,0.8640000000000001,148,104,39,15,10,2,15,25,31,8,0.429,0.26899999999999996,0.8059999999999999,101,17,30,45,86,36,84,10,21,7,26,19,22,25,31,True,False
Minnesota,Golden State,2017-03-10,W,48,103,46,21,6,3,11,18,32,14,0.44299999999999995,0.28600000000000003,0.778,113,102,43,25,9,5,12,21,31,12,0.466,0.292,0.765,121,17,9,39,88,41,88,4,14,7,24,21,27,13,17,True,False
Minnesota,L.A.Clippers,2017-03-08,W,48,107,50,26,10,4,12,23,36,14,0.488,0.25,0.9,139,91,36,18,9,3,16,18,26,10,0.42200000000000004,0.375,0.667,87,17,,42,86,35,83,5,20,9,24,18,20,12,18,True,False
Minnesota,Dallas,2017-02-24,W,48,97,44,24,9,4,16,12,35,9,0.526,0.385,0.7140000000000001,121,84,35,16,9,5,15,19,27,8,0.42200000000000004,0.242,0.667,83,17,6,41,78,35,83,5,13,8,33,10,14,6,9,True,False
Minnesota,Cleveland,2017-02-14,L,48,108,41,27,6,2,9,18,33,8,0.488,0.391,0.789,127,116,43,27,3,4,10,18,34,9,0.512,0.33299999999999996,0.682,134,17,5,42,86,44,86,9,23,13,39,15,19,15,22,True,True
Minnesota,Chicago,2017-02-12,W,48,117,46,27,11,4,14,14,36,10,0.5429999999999999,0.25,0.885,151,89,35,22,7,2,18,24,26,9,0.41700000000000004,0.4,0.6920000000000001,84,17,4,44,81,35,84,6,24,10,25,23,26,9,13,True,True
Minnesota,New Orleans,2017-02-10,L,48,106,34,22,11,0,13,21,22,12,0.46299999999999997,0.222,0.75,108,122,43,27,8,3,21,23,35,8,0.6,0.48,0.741,145,17,19,38,82,45,75,6,27,12,25,24,32,20,27,True,True
Minnesota,Toronto,2017-02-08,W,48,112,36,22,8,3,8,20,25,11,0.48700000000000004,0.368,0.9,129,109,36,19,6,3,13,22,26,10,0.532,0.39299999999999996,0.7,117,17,28,39,80,42,79,7,19,11,28,27,30,14,20,True,True
Minnesota,Miami,2017-02-06,L,48,113,34,25,13,1,10,15,26,8,0.537,0.455,0.7859999999999999,133,115,38,27,5,5,17,21,25,13,0.523,0.536,0.7140000000000001,128,17,15,43,80,45,86,5,11,15,28,22,28,10,14,True,True
Minnesota,Memphis,2017-02-04,L,48,99,46,22,4,3,12,27,30,16,0.41700000000000004,0.385,0.792,108,107,42,17,7,3,9,25,29,13,0.41600000000000004,0.35700000000000004,0.846,116,17,14,35,84,32,77,10,26,10,28,19,24,33,39,True,True
Minnesota,Orlando,2017-01-30,W,53,111,51,29,3,11,11,20,41,10,0.435,0.414,0.731,135,105,48,22,7,3,11,25,37,11,0.42700000000000005,0.28600000000000003,0.684,113,17,,40,92,41,96,12,29,10,35,19,26,13,19,True,True
Minnesota,Brooklyn,2017-01-28,W,48,129,48,27,8,8,11,21,36,12,0.511,0.45,0.812,158,109,40,20,6,6,14,18,35,5,0.48200000000000004,0.33299999999999996,0.8,118,17,18,47,92,41,85,9,20,7,21,26,32,20,25,True,True
Minnesota,Indiana,2017-01-26,L,48,103,34,27,13,5,11,20,28,6,0.444,0.37,0.778,120,109,44,21,7,4,18,22,38,6,0.519,0.556,0.882,126,17,11,36,81,42,81,10,27,10,18,21,27,15,17,True,True
Minnesota,Denver,2017-01-22,W,48,111,36,29,11,8,15,24,28,8,0.536,0.4,0.7140000000000001,135,108,40,26,7,6,17,19,28,12,0.512,0.292,0.81,126,17,7,45,84,42,82,6,15,7,24,15,21,17,21,True,True
Minnesota,Oklahoma City,2017-01-13,W,48,96,42,21,11,6,15,22,33,9,0.45299999999999996,0.278,0.929,113,86,47,19,10,2,18,21,31,16,0.38799999999999996,0.15,0.81,90,17,21,39,86,33,85,5,18,3,20,13,14,17,21,True,True
Minnesota,Houston,2017-01-11,W,48,119,49,31,8,8,17,19,40,9,0.5429999999999999,0.348,0.92,159,105,32,23,7,4,15,23,25,7,0.414,0.35700000000000004,0.818,101,17,10,44,81,36,87,8,23,15,42,23,25,18,22,True,True
