home_team,away_team,date,result,min,H_pts,H_reb,H_ast,H_stl,H_blk,H_to,H_pf,H_dreb,H_oreb,H_fgpct,H_3pct,H_ftpct,H_eff,A_pts,A_reb,A_ast,A_stl,A_blk,A_to,A_pf,A_dreb,A_oreb,A_fgpct,A_3pct,A_ftpct,A_eff,home_team_idx,away_team_idx,H_FGM,H_FGA,A_FGM,A_FGA,H_3M,H_3A,A_3M,A_3A,H_FTM,H_FTA,A_FTM,A_FTA,reg_season,pre_allstar
Dallas,Cleveland,2017-01-30,W,48,104,42,19,11,2,9,17,32,10,0.45299999999999996,0.281,0.9440000000000001,121,97,42,17,6,3,17,17,36,6,0.467,0.375,0.7140000000000001,102,6,5,39,86,35,75,9,32,12,32,17,18,15,21,True,True
Dallas,New York,2017-01-25,W,48,103,36,19,10,7,7,12,29,7,0.47,0.231,0.792,119,95,55,17,4,2,18,21,37,18,0.424,0.304,0.833,100,6,20,39,83,39,92,6,26,7,23,19,24,10,12,True,True
Dallas,L.A.Lakers,2017-01-22,W,48,122,49,27,9,4,10,15,36,13,0.494,0.436,1.0,157,73,32,11,3,4,17,20,27,5,0.384,0.14300000000000002,0.8240000000000001,58,6,,43,87,28,73,17,39,3,21,19,19,14,17,True,True
Dallas,Utah,2017-01-20,L,53,107,42,21,5,2,12,26,33,9,0.44799999999999995,0.348,0.75,110,112,53,17,8,5,15,26,38,15,0.46299999999999997,0.348,0.718,125,6,29,39,87,38,82,8,23,8,23,21,28,28,39,True,True
Dallas,Minnesota,2017-01-15,W,48,98,41,21,8,8,11,18,35,6,0.46799999999999997,0.414,0.737,119,87,44,20,7,1,12,16,34,10,0.43799999999999994,0.23800000000000002,0.667,96,6,17,36,77,35,80,12,29,5,21,14,19,12,18,True,True
Dallas,Atlanta,2017-01-07,L,48,82,41,18,7,3,14,25,35,6,0.39,0.25,0.9,86,97,47,19,8,1,10,15,41,6,0.405,0.5,0.812,112,6,1,32,82,30,74,9,36,11,22,9,10,26,32,True,True
Dallas,Phoenix,2017-01-05,L,48,95,31,18,6,7,10,20,24,7,0.456,0.31,0.8240000000000001,101,102,53,15,4,3,15,21,35,18,0.447,0.41200000000000003,0.8640000000000001,112,6,24,36,79,38,85,9,29,7,17,14,17,19,22,True,True
Dallas,Washington,2017-01-03,W,48,113,44,20,4,3,12,21,41,3,0.474,0.531,0.917,129,105,38,27,6,7,9,19,33,5,0.446,0.36700000000000005,0.857,121,6,30,37,78,41,92,17,32,11,30,22,24,12,14,True,True
Dallas,Houston,2016-12-27,L,48,107,38,22,6,5,9,18,26,12,0.414,0.395,0.8,113,123,48,23,7,5,16,22,38,10,0.526,0.531,0.857,149,6,10,36,87,41,78,15,38,17,32,20,25,24,28,True,True
Dallas,Sacramento,2016-12-18,W,48,99,44,20,10,6,11,13,38,6,0.442,0.39399999999999996,0.818,121,79,42,16,7,4,15,21,36,6,0.395,0.258,0.647,81,6,26,34,77,30,76,13,33,8,31,18,22,11,17,True,True
Dallas,Detroit,2016-12-14,L,48,85,30,19,13,3,11,22,24,6,0.41,0.32,0.812,90,95,50,18,4,2,19,19,40,10,0.507,0.294,0.818,111,6,8,32,78,36,71,8,25,5,17,13,16,18,22,True,True
Dallas,Denver,2016-12-12,W,48,112,34,22,9,7,9,15,26,8,0.584,0.462,0.833,141,92,43,19,6,3,16,15,23,20,0.42200000000000004,0.28,0.833,96,6,7,45,77,35,83,12,26,7,25,10,12,15,18,True,True
Dallas,Indiana,2016-12-09,W,48,111,34,23,8,1,8,19,28,6,0.48700000000000004,0.469,0.75,122,103,38,21,5,4,13,18,34,4,0.46399999999999997,0.56,0.9620000000000001,120,6,11,39,80,32,69,15,32,14,25,18,24,25,26,True,True
Dallas,Sacramento,2016-12-07,L,48,89,40,17,7,5,20,22,31,9,0.41,0.33299999999999996,0.75,87,120,41,28,10,3,14,23,35,6,0.56,0.455,0.762,146,6,26,32,78,47,84,10,30,10,22,15,20,16,21,True,True
Dallas,Charlotte,2016-12-05,L,48,101,35,23,4,2,7,19,26,9,0.41600000000000004,0.361,0.778,102,109,55,21,2,5,12,19,46,9,0.506,0.16699999999999998,0.929,139,6,3,37,89,40,79,13,36,3,18,14,18,26,28,True,True
Dallas,Chicago,2016-12-03,W,48,107,43,31,11,2,10,19,29,14,0.46,0.419,0.778,133,82,43,9,4,5,20,22,32,11,0.451,0.231,0.7140000000000001,78,6,4,40,87,32,71,13,31,3,13,14,18,15,21,True,True
Dallas,San Antonio,2016-11-30,L,48,87,37,16,5,3,11,18,29,8,0.429,0.33299999999999996,0.7859999999999999,90,94,42,16,7,6,11,11,35,7,0.465,0.579,0.708,109,6,27,33,77,33,71,10,30,11,19,11,14,17,24,True,True
Dallas,New Orleans,2016-11-27,W,48,91,46,19,7,3,12,18,35,11,0.41600000000000004,0.37,0.85,106,81,42,17,8,3,13,19,32,10,0.39,0.25,0.889,89,6,19,32,77,30,77,10,27,5,20,17,20,16,18,True,True
Dallas,L.A.Clippers,2016-11-23,L,48,104,44,23,7,3,16,24,34,10,0.452,0.45799999999999996,0.9440000000000001,118,124,43,26,11,4,9,17,37,6,0.506,0.469,0.742,149,6,,38,84,43,85,11,24,15,32,17,18,23,31,True,True
Dallas,Memphis,2016-11-18,L,48,64,45,9,3,8,17,14,35,10,0.28800000000000003,0.2,0.773,55,80,48,16,7,3,12,25,41,7,0.40299999999999997,0.36,0.75,93,6,14,21,73,31,77,5,25,9,25,17,22,9,12,True,True
Dallas,Milwaukee,2016-11-06,W,53,86,46,14,12,2,15,20,36,10,0.375,0.237,0.917,89,75,51,14,11,2,27,26,42,9,0.366,0.207,0.75,71,6,16,33,88,30,82,9,38,6,29,11,12,9,12,True,True
Dallas,Portland,2016-11-04,L,48,95,44,18,5,3,12,21,37,7,0.41,0.35700000000000004,0.85,101,105,42,21,9,3,14,20,35,7,0.45,0.387,0.8079999999999999,117,6,25,34,83,36,80,10,28,12,31,17,20,21,26,True,True
Dallas,Houston,2016-10-28,L,48,98,34,13,11,2,9,21,28,6,0.43799999999999994,0.276,0.833,100,106,41,21,6,1,18,22,36,5,0.47100000000000003,0.469,0.8059999999999999,114,6,10,35,80,33,70,8,29,15,32,20,24,25,31,True,True
Denver,Oklahoma City,2017-04-09,L,48,105,42,22,6,4,12,16,38,4,0.47600000000000003,0.324,0.9329999999999999,122,106,54,19,7,3,12,19,36,18,0.41700000000000004,0.24,0.909,119,7,21,40,84,40,96,11,34,6,25,14,15,20,22,True,False
Denver,New Orleans,2017-04-07,W,48,122,50,31,9,4,21,15,39,11,0.551,0.406,0.7190000000000001,151,106,33,19,11,3,11,19,23,10,0.475,0.13,0.6920000000000001,105,7,19,43,78,47,99,13,32,3,23,23,32,9,13,True,False
Denver,New Orleans,2017-03-26,L,48,90,49,21,3,1,10,13,41,8,0.379,0.24,0.857,93,115,59,29,7,4,9,18,49,10,0.495,0.33299999999999996,0.833,154,7,19,36,95,48,97,6,25,9,27,12,14,10,12,True,False
Denver,Cleveland,2017-03-22,W,48,126,44,35,7,1,6,16,34,10,0.531,0.423,1.0,162,113,38,22,4,4,10,12,31,7,0.506,0.405,0.857,127,7,5,51,96,43,85,11,26,15,37,13,13,12,14,True,False
Denver,Houston,2017-03-18,L,48,105,45,28,9,6,13,24,32,13,0.42700000000000005,0.32299999999999995,0.633,118,109,48,20,5,5,14,24,38,10,0.45799999999999996,0.20800000000000002,0.8,121,7,10,38,89,38,83,10,31,5,24,19,30,28,35,True,False
Denver,L.A.Clippers,2017-03-16,W,48,129,48,31,7,3,10,14,37,11,0.535,0.536,0.846,164,114,34,26,5,4,9,19,30,4,0.524,0.5,0.667,129,7,,46,86,44,84,15,28,16,32,22,26,10,15,True,False
Denver,L.A.Lakers,2017-03-13,W,48,129,42,36,9,7,15,18,36,6,0.536,0.447,0.88,166,101,46,17,10,3,16,21,30,16,0.433,0.3,0.579,98,7,,45,84,42,97,17,38,6,20,22,25,11,19,True,False
Denver,Boston,2017-03-10,W,48,119,49,24,11,4,18,18,38,11,0.529,0.387,0.773,144,99,33,19,11,2,18,23,25,8,0.425,0.364,0.826,96,7,2,45,85,34,80,12,31,12,33,17,22,19,23,True,False
Denver,Washington,2017-03-08,L,48,113,39,31,6,2,16,16,29,10,0.529,0.46399999999999997,0.47100000000000003,125,123,43,31,10,0,11,16,35,8,0.568,0.423,0.632,151,7,30,46,87,50,88,13,28,11,26,8,17,12,19,True,False
Denver,Sacramento,2017-03-06,W,48,108,41,28,11,2,17,18,33,8,0.493,0.433,0.75,128,96,40,20,9,1,15,18,29,11,0.434,0.375,0.857,101,7,26,37,75,36,83,13,30,6,16,21,28,18,21,True,False
Denver,Charlotte,2017-03-04,L,48,102,45,21,5,3,13,20,34,11,0.45,0.3,0.84,115,112,43,25,8,6,5,18,30,13,0.456,0.593,0.8240000000000001,137,7,3,36,80,41,90,9,30,16,27,21,25,14,17,True,False
Denver,Memphis,2017-02-26,L,48,98,39,26,9,3,12,23,29,10,0.44,0.324,0.765,112,105,49,21,9,2,15,20,36,13,0.45,0.33299999999999996,0.88,124,7,14,37,84,36,80,11,34,11,33,13,17,22,25,True,False
Denver,Brooklyn,2017-02-24,W,48,129,51,32,11,2,13,24,40,11,0.505,0.452,0.708,157,109,42,27,7,4,19,23,35,7,0.494,0.33299999999999996,0.5479999999999999,114,7,18,49,97,41,83,14,31,10,30,17,24,17,31,True,False
Denver,Minnesota,2017-02-15,L,48,99,49,25,4,6,14,19,35,14,0.40399999999999997,0.324,0.667,107,112,45,20,12,4,7,15,36,9,0.47700000000000004,0.33299999999999996,0.857,137,7,17,38,94,41,86,11,34,6,18,12,18,24,28,True,True
Denver,Golden State,2017-02-13,W,48,132,52,34,6,2,22,14,38,14,0.545,0.6,0.75,160,110,27,25,12,6,9,13,23,4,0.489,0.25,0.9229999999999999,123,7,9,48,88,45,92,24,40,8,32,12,16,12,13,True,True
Denver,Dallas,2017-02-06,W,48,110,49,28,7,10,15,19,39,10,0.5,0.39299999999999996,0.938,146,87,29,25,8,3,10,18,26,3,0.43,0.308,0.647,91,7,6,42,84,34,79,11,28,8,26,15,16,11,17,True,True
Denver,Milwaukee,2017-02-03,W,48,121,48,31,7,5,14,13,30,18,0.449,0.321,0.727,137,117,38,26,9,13,18,26,32,6,0.542,0.375,0.7829999999999999,142,7,16,40,89,45,83,9,28,9,24,32,44,18,23,True,True
Denver,Memphis,2017-02-01,L,48,99,45,25,7,2,17,17,34,11,0.4,0.36,0.743,104,119,46,28,6,4,8,24,35,11,0.489,0.467,0.75,143,7,14,32,80,45,92,9,25,14,30,26,35,15,20,True,True
Denver,Phoenix,2017-01-26,W,48,127,46,29,5,6,12,15,27,19,0.512,0.391,0.857,154,120,28,21,8,2,11,26,20,8,0.539,0.41700000000000004,0.8240000000000001,124,7,24,44,86,48,89,9,23,10,24,30,35,14,17,True,True
Denver,Utah,2017-01-24,W,48,103,43,28,7,6,14,15,36,7,0.461,0.385,0.742,124,93,40,19,6,3,11,21,32,8,0.41200000000000003,0.318,0.762,95,7,29,35,76,35,85,10,26,7,22,23,31,16,21,True,True
Denver,L.A.Clippers,2017-01-21,W,48,123,46,30,4,0,10,16,35,11,0.529,0.41700000000000004,0.8079999999999999,147,98,35,23,5,2,7,23,25,10,0.41700000000000004,0.312,1.0,100,7,,46,87,40,96,10,24,10,32,21,26,8,8,True,True
Denver,Orlando,2017-01-16,W,48,125,39,33,11,2,14,17,30,9,0.584,0.33299999999999996,0.8,156,112,35,28,6,1,14,10,27,8,0.506,0.32,0.778,120,7,,52,89,45,89,9,27,8,25,12,15,14,18,True,True
Denver,Indiana,2017-01-12,W,48,140,48,37,10,5,15,16,35,13,0.5710000000000001,0.469,0.9129999999999999,184,112,34,26,9,4,16,15,22,12,0.46799999999999997,0.414,0.9229999999999999,118,7,11,52,91,44,94,15,32,12,29,21,23,12,13,True,True
Denver,San Antonio,2017-01-05,L,48,99,38,25,7,3,13,17,27,11,0.45299999999999996,0.28,0.8240000000000001,109,127,41,34,5,8,7,15,34,7,0.5670000000000001,0.5,0.765,165,7,27,39,86,51,90,7,25,12,24,14,17,13,17,True,True
Denver,Sacramento,2017-01-03,L,48,113,34,29,6,4,14,18,28,6,0.494,0.474,1.0,130,120,33,26,7,2,8,13,28,5,0.523,0.379,0.9440000000000001,137,7,26,41,83,46,88,18,38,11,29,13,13,17,18,True,True
Denver,Philadelphia,2016-12-30,L,48,122,45,29,5,1,10,26,34,11,0.46399999999999997,0.40700000000000003,0.805,139,124,44,25,5,5,11,33,29,15,0.43700000000000006,0.485,0.8,135,7,23,39,84,38,87,11,27,16,33,33,41,32,40,True,True
Denver,Minnesota,2016-12-28,W,48,105,38,29,6,4,15,17,30,8,0.519,0.35700000000000004,0.7859999999999999,125,103,43,29,8,3,8,15,27,16,0.447,0.28,0.706,121,7,17,42,81,42,94,10,28,7,25,11,14,12,17,True,True
Denver,Atlanta,2016-12-23,L,48,108,45,27,3,7,15,29,38,7,0.474,0.32,0.743,125,109,41,26,10,4,8,25,31,10,0.43,0.32,0.818,127,7,1,37,78,37,86,8,25,8,25,26,35,27,33,True,True
Denver,Dallas,2016-12-19,W,48,117,40,32,7,0,11,13,33,7,0.57,0.542,0.778,147,107,30,21,4,4,12,17,25,5,0.531,0.56,0.778,114,7,6,45,79,43,81,13,24,14,25,14,18,7,9,True,True
Denver,New York,2016-12-17,W,48,127,41,26,6,7,10,27,30,11,0.556,0.37,0.586,145,114,35,18,6,4,11,27,26,9,0.43799999999999994,0.348,0.9229999999999999,118,7,20,50,90,35,80,10,27,8,23,17,29,36,39,True,True
Denver,Portland,2016-12-15,W,48,132,36,27,10,4,15,28,31,5,0.512,0.484,0.8859999999999999,149,120,41,22,6,4,14,25,26,15,0.466,0.348,0.833,126,7,25,43,84,41,88,15,31,8,23,31,35,30,36,True,True
Denver,Houston,2016-12-02,L,48,110,52,22,5,3,16,20,29,23,0.451,0.3,0.562,113,128,42,25,11,7,11,14,30,12,0.506,0.45899999999999996,0.84,154,7,10,46,102,45,89,9,30,17,37,9,16,21,25,True,True
Denver,Miami,2016-11-30,L,48,98,55,28,3,7,19,21,41,14,0.418,0.318,0.625,110,106,48,26,14,7,6,25,37,11,0.441,0.375,0.5770000000000001,132,7,15,38,91,41,93,7,22,9,24,15,24,15,26,True,True
Denver,Oklahoma City,2016-11-25,L,53,129,51,34,10,7,16,21,38,13,0.475,0.353,0.778,156,132,40,29,11,4,13,21,33,7,0.505,0.5,0.7929999999999999,150,7,21,48,101,48,95,12,34,13,26,21,27,23,29,True,True
Denver,Chicago,2016-11-22,W,48,110,55,26,5,6,10,14,38,17,0.43,0.455,0.8240000000000001,132,107,48,22,6,11,6,18,38,10,0.45299999999999996,0.33299999999999996,0.833,133,7,4,43,100,43,95,10,22,6,18,14,17,15,18,True,True
Denver,Utah,2016-11-20,W,48,105,49,31,4,2,8,19,37,12,0.488,0.364,0.433,122,91,49,15,3,6,10,22,35,14,0.38799999999999996,0.26899999999999996,0.7829999999999999,97,7,29,42,86,33,85,8,22,7,26,13,30,18,23,True,True
Denver,Toronto,2016-11-18,L,53,111,58,29,8,3,19,26,49,9,0.47,0.16,0.7440000000000001,136,113,45,23,8,2,12,25,38,7,0.457,0.348,0.613,116,7,28,39,83,43,94,4,25,8,23,29,39,19,31,True,True
Denver,Phoenix,2016-11-16,W,48,120,49,23,8,4,14,24,35,14,0.484,0.47100000000000003,0.917,140,104,35,14,8,4,16,29,28,7,0.494,0.4,0.621,98,7,24,45,93,39,79,8,17,8,20,22,24,18,29,True,True
Denver,Detroit,2016-11-12,L,48,95,42,15,6,4,15,14,28,14,0.429,0.36,0.737,94,106,37,23,11,1,9,16,26,11,0.511,0.222,0.7140000000000001,121,7,8,36,84,46,90,9,25,4,18,14,19,10,14,True,True
Denver,Golden State,2016-11-10,L,48,101,44,26,7,3,18,18,27,17,0.40399999999999997,0.361,0.706,102,125,44,33,15,6,15,18,35,9,0.541,0.467,0.95,168,7,9,38,94,46,85,13,36,14,30,12,17,19,20,True,True
Denver,Portland,2016-10-29,L,53,113,61,19,10,5,17,21,45,16,0.38,0.261,0.795,121,115,45,23,10,8,15,30,40,5,0.45899999999999996,0.312,0.7140000000000001,127,7,25,38,100,45,98,6,23,10,32,31,39,15,21,True,True
Detroit,Washington,2017-04-10,L,48,101,36,22,9,2,10,18,30,6,0.457,0.385,1.0,109,105,48,27,8,6,17,13,39,9,0.506,0.368,0.875,134,8,30,43,94,42,83,10,26,7,19,5,5,14,16,True,False
Detroit,Toronto,2017-04-05,L,48,102,45,22,5,4,15,21,33,12,0.525,0.33299999999999996,0.611,118,105,35,29,8,1,11,14,28,7,0.47100000000000003,0.33299999999999996,0.867,119,8,28,42,80,41,87,7,21,10,30,11,18,13,15,True,False
Detroit,Brooklyn,2017-03-30,W,48,90,53,20,6,7,16,11,42,11,0.419,0.389,0.647,104,89,46,17,4,4,12,16,38,8,0.38,0.32299999999999995,0.75,88,8,18,36,86,35,92,7,18,10,31,11,17,9,12,True,False
Detroit,Miami,2017-03-28,L,48,96,51,20,7,5,12,23,35,16,0.424,0.29600000000000004,0.762,113,97,44,18,5,4,12,18,33,11,0.456,0.23800000000000002,0.7140000000000001,105,8,15,36,85,36,79,8,27,5,21,16,21,20,28,True,False
Detroit,Phoenix,2017-03-19,W,48,112,63,26,2,4,12,21,51,12,0.435,0.48,0.667,133,95,47,16,10,4,4,21,36,11,0.354,0.273,0.633,93,8,24,40,92,35,99,12,25,6,22,20,30,19,30,True,False
Detroit,Toronto,2017-03-17,L,48,75,49,14,5,5,12,17,37,12,0.349,0.15,0.667,75,87,53,19,5,2,12,21,45,8,0.385,0.33299999999999996,0.9,104,8,28,29,83,30,78,3,20,9,27,14,21,18,20,True,False
Detroit,Utah,2017-03-15,L,48,83,39,14,6,4,7,18,31,8,0.419,0.231,0.667,85,97,43,28,6,5,15,15,37,6,0.46799999999999997,0.46399999999999997,0.75,119,8,29,36,86,36,77,3,13,13,28,8,12,12,16,True,False
Detroit,New York,2017-03-11,W,48,112,51,27,14,6,7,15,37,14,0.479,0.33299999999999996,0.579,145,92,44,26,4,7,18,18,36,8,0.439,0.433,0.636,105,8,20,46,96,36,82,9,27,13,30,11,19,7,11,True,False
Detroit,Cleveland,2017-03-09,W,48,106,45,22,6,2,8,15,34,11,0.47100000000000003,0.34600000000000003,0.789,123,101,41,24,5,0,9,17,33,8,0.46399999999999997,0.282,0.632,110,8,5,41,87,39,84,9,26,11,39,15,19,12,19,True,False
Detroit,Chicago,2017-03-06,W,48,109,48,26,7,3,6,19,38,10,0.489,0.28600000000000003,0.65,133,95,37,21,3,5,10,20,30,7,0.41,0.28600000000000003,0.905,100,8,4,45,92,34,83,6,21,8,28,13,20,19,21,True,False
Detroit,Portland,2017-02-28,W,53,120,48,23,13,2,7,19,32,16,0.433,0.28,0.742,132,113,50,25,5,5,24,25,42,8,0.524,0.4,0.682,127,8,25,45,104,44,84,7,25,10,25,23,31,15,22,True,False
Detroit,Boston,2017-02-26,L,48,98,45,22,8,4,17,24,34,11,0.43200000000000005,0.364,0.457,95,104,52,22,9,1,14,26,43,9,0.4,0.34299999999999997,0.8,117,8,2,35,81,34,85,12,33,12,35,16,35,24,30,True,False
Detroit,Charlotte,2017-02-23,W,53,114,57,29,5,2,8,17,47,10,0.41100000000000003,0.405,0.917,135,108,50,19,5,7,7,15,45,5,0.413,0.233,0.9620000000000001,127,8,3,44,107,38,92,15,37,7,30,11,12,25,26,True,False
Detroit,Dallas,2017-02-15,W,48,98,57,15,2,4,15,16,46,11,0.434,0.3,0.909,112,91,38,22,10,2,6,21,33,5,0.385,0.278,1.0,101,8,6,36,83,35,91,6,20,10,36,20,22,11,11,True,True
Detroit,San Antonio,2017-02-10,L,48,92,35,22,8,3,10,15,28,7,0.424,0.294,0.6920000000000001,93,103,52,27,4,5,18,18,41,11,0.5,0.474,0.8,129,8,27,39,92,41,82,5,17,9,19,9,13,12,15,True,True
Detroit,L.A.Lakers,2017-02-08,W,48,121,52,32,11,6,14,14,38,14,0.526,0.25,0.625,153,102,41,21,7,3,21,21,34,7,0.43,0.261,0.846,100,8,,51,97,37,86,4,16,6,23,15,24,22,26,True,True
Detroit,Philadelphia,2017-02-06,W,48,113,60,22,8,4,12,19,41,19,0.465,0.22699999999999998,0.941,141,96,41,19,8,0,13,17,30,11,0.424,0.179,0.679,93,8,23,46,99,36,85,5,22,5,28,16,17,19,28,True,True
Detroit,Minnesota,2017-02-03,W,48,116,50,24,7,4,10,14,32,18,0.449,0.423,0.773,132,108,40,25,5,6,13,19,29,11,0.494,0.294,0.789,122,8,17,44,98,44,89,11,26,5,17,17,22,15,19,True,True
Detroit,New Orleans,2017-02-01,W,48,118,42,28,9,0,10,13,37,5,0.545,0.385,0.706,142,98,35,21,6,5,14,15,32,3,0.5,0.23800000000000002,0.7859999999999999,107,8,19,48,88,41,82,10,26,5,21,12,17,11,14,True,True
Detroit,Sacramento,2017-01-23,L,48,104,37,27,8,1,14,21,32,5,0.5,0.35700000000000004,0.706,117,109,44,25,9,3,14,15,34,10,0.488,0.429,0.769,128,8,26,41,82,40,82,10,28,9,21,12,17,20,26,True,True
Detroit,Washington,2017-01-21,W,48,113,49,25,9,4,20,27,36,13,0.494,0.39299999999999996,0.727,130,112,47,23,12,3,11,22,34,13,0.429,0.308,0.7879999999999999,127,8,30,43,87,39,91,11,28,8,26,16,22,26,33,True,True
Detroit,Atlanta,2017-01-18,W,48,118,60,27,6,0,12,29,42,18,0.495,0.4,0.643,143,95,32,22,1,4,12,21,24,8,0.385,0.24,0.784,86,8,1,45,91,30,78,10,25,6,25,18,28,29,37,True,True
Detroit,Charlotte,2017-01-05,W,48,115,57,24,2,6,7,23,41,16,0.402,0.35700000000000004,0.8440000000000001,134,114,49,20,4,5,5,23,41,8,0.40700000000000003,0.385,0.882,129,8,3,39,97,37,91,10,28,10,26,27,32,30,34,True,True
Detroit,Indiana,2017-01-03,L,48,116,42,31,5,5,10,19,26,16,0.495,0.345,0.833,138,121,34,26,7,7,11,8,28,6,0.581,0.562,0.867,149,8,11,48,97,43,74,10,29,9,16,10,12,26,30,True,True
Detroit,Milwaukee,2016-12-28,L,48,94,44,28,4,1,10,12,33,11,0.44299999999999995,0.25,0.625,106,119,38,36,8,5,7,14,35,3,0.5710000000000001,0.5,0.75,159,8,16,39,88,48,84,6,24,11,22,10,16,12,16,True,True
Detroit,Cleveland,2016-12-26,W,48,106,46,25,12,4,12,19,35,11,0.441,0.5710000000000001,0.5329999999999999,122,90,47,19,8,3,21,23,37,10,0.38,0.39299999999999996,0.826,93,8,5,41,93,30,79,16,28,11,28,8,15,19,23,True,True
Detroit,Golden State,2016-12-23,L,48,113,36,22,12,3,13,22,31,5,0.506,0.345,0.607,120,119,41,35,9,2,22,21,37,4,0.5579999999999999,0.40700000000000003,0.917,148,8,9,43,85,43,77,10,29,11,27,17,28,22,24,True,True
Detroit,Memphis,2016-12-21,L,48,86,47,17,2,3,17,18,36,11,0.361,0.261,0.757,83,98,38,25,9,5,8,26,31,7,0.42700000000000005,0.4,0.8420000000000001,117,8,14,26,72,35,82,6,23,12,30,28,37,16,19,True,True
Detroit,Indiana,2016-12-17,L,48,90,40,22,6,1,8,18,30,10,0.381,0.33299999999999996,0.727,93,105,51,20,6,3,9,16,42,9,0.48200000000000004,0.316,0.76,127,8,11,32,84,40,83,10,30,6,19,16,22,19,25,True,True
Detroit,Philadelphia,2016-12-11,L,48,79,34,15,15,2,15,18,24,10,0.39,0.263,0.7140000000000001,76,97,42,24,11,4,20,13,37,5,0.5589999999999999,0.41200000000000003,0.8240000000000001,125,8,23,32,82,38,68,5,19,7,17,10,14,14,17,True,True
Detroit,Chicago,2016-12-06,W,48,102,44,24,10,5,9,23,35,9,0.455,0.381,0.667,121,91,45,15,6,7,14,20,36,9,0.44,0.133,0.7190000000000001,99,8,4,40,88,33,75,8,21,2,15,14,21,23,32,True,True
Detroit,Orlando,2016-12-04,L,48,92,44,16,8,3,12,12,34,10,0.442,0.37,0.462,96,98,39,23,8,7,10,11,35,4,0.532,0.304,0.5,121,8,,38,86,42,79,10,27,7,23,6,13,7,14,True,True
Detroit,L.A.Clippers,2016-11-25,W,48,108,42,26,7,0,10,22,33,9,0.522,0.474,0.7140000000000001,128,97,32,26,4,6,14,16,26,6,0.479,0.33299999999999996,0.769,107,8,,47,90,35,73,9,19,7,21,5,7,20,26,True,True
Detroit,Miami,2016-11-23,W,48,107,49,22,8,7,13,19,39,10,0.494,0.316,0.84,135,84,37,19,5,4,14,22,30,7,0.36,0.26899999999999996,0.767,80,8,15,40,81,27,75,6,19,7,26,21,25,23,30,True,True
Detroit,Houston,2016-11-21,L,48,96,39,19,7,3,14,20,27,12,0.414,0.41200000000000003,0.708,92,99,46,22,4,6,15,20,34,12,0.449,0.32299999999999995,0.7040000000000001,111,8,10,36,87,35,78,7,17,10,31,17,24,19,27,True,True
Detroit,Boston,2016-11-19,L,48,92,50,22,5,4,5,13,39,11,0.43,0.35,0.688,114,94,46,22,3,7,8,13,37,9,0.402,0.387,0.941,114,8,2,37,86,33,82,7,20,12,31,11,16,16,17,True,True
Detroit,Oklahoma City,2016-11-14,W,48,104,47,25,4,9,9,14,43,4,0.467,0.312,0.812,128,88,51,16,3,6,15,21,38,13,0.375,0.185,0.773,89,8,21,43,92,33,88,5,16,5,27,13,16,17,22,True,True
Detroit,Denver,2016-11-05,W,48,103,47,22,9,9,13,16,39,8,0.48200000000000004,0.35,0.727,128,86,48,15,8,1,16,15,32,16,0.33,0.28,0.85,76,8,7,40,83,31,94,7,20,7,25,16,22,17,20,True,True
Detroit,New York,2016-11-01,W,48,102,48,19,7,5,10,16,38,10,0.461,0.615,0.5710000000000001,114,89,43,18,6,9,11,20,35,8,0.40700000000000003,0.318,0.8,100,8,20,41,89,35,86,8,13,7,22,12,21,12,15,True,True
Detroit,Milwaukee,2016-10-30,W,48,98,58,23,8,4,15,14,42,16,0.44299999999999995,0.25,0.75,122,83,40,22,10,4,12,16,30,10,0.391,0.235,0.7859999999999999,91,8,16,39,88,34,87,5,20,4,17,15,20,11,14,True,True
Detroit,Orlando,2016-10-28,W,48,108,53,27,8,4,12,11,44,9,0.505,0.368,0.833,140,82,44,20,8,3,9,13,30,14,0.34700000000000003,0.308,0.667,82,8,,48,95,33,95,7,19,8,26,5,6,8,12,True,True
Golden State,Cleveland,2017-06-12,W,48,129,42,27,8,2,13,24,29,13,0.511,0.368,0.821,146,120,40,22,6,5,14,22,28,12,0.534,0.45799999999999996,0.652,130,9,5,46,90,47,88,14,38,11,24,23,28,15,23,False,False
Golden State,Cleveland,2017-06-04,W,48,132,53,34,5,7,20,19,43,10,0.517,0.419,0.917,166,113,41,27,15,1,9,18,31,10,0.45,0.276,0.789,129,9,5,46,89,45,100,18,43,8,29,22,24,15,19,False,False
Golden State,Cleveland,2017-06-01,W,48,113,50,31,12,3,4,24,36,14,0.425,0.364,0.688,139,91,59,15,0,6,20,23,44,15,0.349,0.355,0.8,90,9,5,45,106,30,86,12,33,11,31,11,16,20,25,False,False
Golden State,San Antonio,2017-05-16,W,48,136,40,39,16,5,16,19,34,6,0.562,0.486,0.9470000000000001,180,100,49,21,11,5,18,17,27,22,0.37,0.348,0.857,102,9,27,50,89,37,100,18,37,8,23,18,19,18,21,False,False
Golden State,San Antonio,2017-05-14,W,48,113,43,22,13,8,19,24,26,17,0.48100000000000004,0.36700000000000005,0.727,129,111,37,19,13,4,17,24,23,14,0.47600000000000003,0.318,0.857,119,9,27,39,81,40,84,11,30,7,22,24,33,24,28,False,False
